word_id,word_no,label,training_sample_count,example_sample_ids,label_variants,duplicate_label_word_count,duplicate_label_word_ids,source_split
WORD0297,297,웃는척,80,NIA_SL_WORD0297_REAL01_D_morpheme|NIA_SL_WORD0297_REAL01_F_morpheme|NIA_SL_WORD0297_REAL01_L_morpheme|NIA_SL_WORD0297_REAL01_R_morpheme|NIA_SL_WORD0297_REAL01_U_morpheme,웃는척:80,1,WORD0297,Training
WORD0298,298,흡연실,80,NIA_SL_WORD0298_REAL01_D_morpheme|NIA_SL_WORD0298_REAL01_F_morpheme|NIA_SL_WORD0298_REAL01_L_morpheme|NIA_SL_WORD0298_REAL01_R_morpheme|NIA_SL_WORD0298_REAL01_U_morpheme,흡연실:80,1,WORD0298,Training
WORD0299,299,무궁화,80,NIA_SL_WORD0299_REAL01_D_morpheme|NIA_SL_WORD0299_REAL01_F_morpheme|NIA_SL_WORD0299_REAL01_L_morpheme|NIA_SL_WORD0299_REAL01_R_morpheme|NIA_SL_WORD0299_REAL01_U_morpheme,무궁화:80,1,WORD0299,Training
WORD0300,300,밤나무,80,NIA_SL_WORD0300_REAL01_D_morpheme|NIA_SL_WORD0300_REAL01_F_morpheme|NIA_SL_WORD0300_REAL01_L_morpheme|NIA_SL_WORD0300_REAL01_R_morpheme|NIA_SL_WORD0300_REAL01_U_morpheme,밤나무:80,1,WORD0300,Training
WORD0301,301,벚꽃,80,NIA_SL_WORD0301_REAL01_D_morpheme|NIA_SL_WORD0301_REAL01_F_morpheme|NIA_SL_WORD0301_REAL01_L_morpheme|NIA_SL_WORD0301_REAL01_R_morpheme|NIA_SL_WORD0301_REAL01_U_morpheme,벚꽃:80,1,WORD0301,Training
WORD0302,302,깃털,80,NIA_SL_WORD0302_REAL01_D_morpheme|NIA_SL_WORD0302_REAL01_F_morpheme|NIA_SL_WORD0302_REAL01_L_morpheme|NIA_SL_WORD0302_REAL01_R_morpheme|NIA_SL_WORD0302_REAL01_U_morpheme,깃털:80,1,WORD0302,Training
WORD0303,303,솔잎,80,NIA_SL_WORD0303_REAL01_D_morpheme|NIA_SL_WORD0303_REAL01_F_morpheme|NIA_SL_WORD0303_REAL01_L_morpheme|NIA_SL_WORD0303_REAL01_R_morpheme|NIA_SL_WORD0303_REAL01_U_morpheme,솔잎:80,1,WORD0303,Training
WORD0304,304,송아지,80,NIA_SL_WORD0304_REAL01_D_morpheme|NIA_SL_WORD0304_REAL01_F_morpheme|NIA_SL_WORD0304_REAL01_L_morpheme|NIA_SL_WORD0304_REAL01_R_morpheme|NIA_SL_WORD0304_REAL01_U_morpheme,송아지:80,1,WORD0304,Training
WORD0305,305,소뿔,80,NIA_SL_WORD0305_REAL01_D_morpheme|NIA_SL_WORD0305_REAL01_F_morpheme|NIA_SL_WORD0305_REAL01_L_morpheme|NIA_SL_WORD0305_REAL01_R_morpheme|NIA_SL_WORD0305_REAL01_U_morpheme,소뿔:80,1,WORD0305,Training
WORD0306,306,양털,80,NIA_SL_WORD0306_REAL01_D_morpheme|NIA_SL_WORD0306_REAL01_F_morpheme|NIA_SL_WORD0306_REAL01_L_morpheme|NIA_SL_WORD0306_REAL01_R_morpheme|NIA_SL_WORD0306_REAL01_U_morpheme,양털:80,1,WORD0306,Training
WORD0307,307,연꽃,80,NIA_SL_WORD0307_REAL01_D_morpheme|NIA_SL_WORD0307_REAL01_F_morpheme|NIA_SL_WORD0307_REAL01_L_morpheme|NIA_SL_WORD0307_REAL01_R_morpheme|NIA_SL_WORD0307_REAL01_U_morpheme,연꽃:80,1,WORD0307,Training
WORD0308,308,참새,80,NIA_SL_WORD0308_REAL01_D_morpheme|NIA_SL_WORD0308_REAL01_F_morpheme|NIA_SL_WORD0308_REAL01_L_morpheme|NIA_SL_WORD0308_REAL01_R_morpheme|NIA_SL_WORD0308_REAL01_U_morpheme,참새:80,1,WORD0308,Training
WORD0309,309,어젯밤,80,NIA_SL_WORD0309_REAL01_D_morpheme|NIA_SL_WORD0309_REAL01_F_morpheme|NIA_SL_WORD0309_REAL01_L_morpheme|NIA_SL_WORD0309_REAL01_R_morpheme|NIA_SL_WORD0309_REAL01_U_morpheme,어젯밤:80,1,WORD0309,Training
WORD0310,310,갈색,80,NIA_SL_WORD0310_REAL01_D_morpheme|NIA_SL_WORD0310_REAL01_F_morpheme|NIA_SL_WORD0310_REAL01_L_morpheme|NIA_SL_WORD0310_REAL01_R_morpheme|NIA_SL_WORD0310_REAL01_U_morpheme,갈색:80,2,WORD0310|WORD1327,Training
WORD0311,311,최상급,80,NIA_SL_WORD0311_REAL01_D_morpheme|NIA_SL_WORD0311_REAL01_F_morpheme|NIA_SL_WORD0311_REAL01_L_morpheme|NIA_SL_WORD0311_REAL01_R_morpheme|NIA_SL_WORD0311_REAL01_U_morpheme,최상급:80,1,WORD0311,Training
WORD0312,312,공휴일,80,NIA_SL_WORD0312_REAL01_D_morpheme|NIA_SL_WORD0312_REAL01_F_morpheme|NIA_SL_WORD0312_REAL01_L_morpheme|NIA_SL_WORD0312_REAL01_R_morpheme|NIA_SL_WORD0312_REAL01_U_morpheme,공휴일:80,1,WORD0312,Training
WORD0313,313,세번째,80,NIA_SL_WORD0313_REAL01_D_morpheme|NIA_SL_WORD0313_REAL01_F_morpheme|NIA_SL_WORD0313_REAL01_L_morpheme|NIA_SL_WORD0313_REAL01_R_morpheme|NIA_SL_WORD0313_REAL01_U_morpheme,세번째:80,1,WORD0313,Training
WORD0314,314,네번째,80,NIA_SL_WORD0314_REAL01_D_morpheme|NIA_SL_WORD0314_REAL01_F_morpheme|NIA_SL_WORD0314_REAL01_L_morpheme|NIA_SL_WORD0314_REAL01_R_morpheme|NIA_SL_WORD0314_REAL01_U_morpheme,네번째:80,1,WORD0314,Training
WORD0315,315,흙내음,80,NIA_SL_WORD0315_REAL01_D_morpheme|NIA_SL_WORD0315_REAL01_F_morpheme|NIA_SL_WORD0315_REAL01_L_morpheme|NIA_SL_WORD0315_REAL01_R_morpheme|NIA_SL_WORD0315_REAL01_U_morpheme,흙내음:80,1,WORD0315,Training
WORD0316,316,금요일,80,NIA_SL_WORD0316_REAL01_D_morpheme|NIA_SL_WORD0316_REAL01_F_morpheme|NIA_SL_WORD0316_REAL01_L_morpheme|NIA_SL_WORD0316_REAL01_R_morpheme|NIA_SL_WORD0316_REAL01_U_morpheme,금요일:80,1,WORD0316,Training
WORD0317,317,급행,80,NIA_SL_WORD0317_REAL01_D_morpheme|NIA_SL_WORD0317_REAL01_F_morpheme|NIA_SL_WORD0317_REAL01_L_morpheme|NIA_SL_WORD0317_REAL01_R_morpheme|NIA_SL_WORD0317_REAL01_U_morpheme,급행:80,1,WORD0317,Training
WORD0318,318,남부지방,80,NIA_SL_WORD0318_REAL01_D_morpheme|NIA_SL_WORD0318_REAL01_F_morpheme|NIA_SL_WORD0318_REAL01_L_morpheme|NIA_SL_WORD0318_REAL01_R_morpheme|NIA_SL_WORD0318_REAL01_U_morpheme,남부지방:80,1,WORD0318,Training
WORD0319,319,식목일,80,NIA_SL_WORD0319_REAL01_D_morpheme|NIA_SL_WORD0319_REAL01_F_morpheme|NIA_SL_WORD0319_REAL01_L_morpheme|NIA_SL_WORD0319_REAL01_R_morpheme|NIA_SL_WORD0319_REAL01_U_morpheme,식목일:80,1,WORD0319,Training
WORD0320,320,방금,80,NIA_SL_WORD0320_REAL01_D_morpheme|NIA_SL_WORD0320_REAL01_F_morpheme|NIA_SL_WORD0320_REAL01_L_morpheme|NIA_SL_WORD0320_REAL01_R_morpheme|NIA_SL_WORD0320_REAL01_U_morpheme,방금:80,1,WORD0320,Training
WORD0321,321,100만원,80,NIA_SL_WORD0321_REAL01_D_morpheme|NIA_SL_WORD0321_REAL01_F_morpheme|NIA_SL_WORD0321_REAL01_L_morpheme|NIA_SL_WORD0321_REAL01_R_morpheme|NIA_SL_WORD0321_REAL01_U_morpheme,100만원:80,1,WORD0321,Training
WORD0322,322,보라색,80,NIA_SL_WORD0322_REAL01_D_morpheme|NIA_SL_WORD0322_REAL01_F_morpheme|NIA_SL_WORD0322_REAL01_L_morpheme|NIA_SL_WORD0322_REAL01_R_morpheme|NIA_SL_WORD0322_REAL01_U_morpheme,보라색:80,1,WORD0322,Training
WORD0323,323,분홍조명,80,NIA_SL_WORD0323_REAL01_D_morpheme|NIA_SL_WORD0323_REAL01_F_morpheme|NIA_SL_WORD0323_REAL01_L_morpheme|NIA_SL_WORD0323_REAL01_R_morpheme|NIA_SL_WORD0323_REAL01_U_morpheme,분홍조명:80,1,WORD0323,Training
WORD0324,324,분혹색,80,NIA_SL_WORD0324_REAL01_D_morpheme|NIA_SL_WORD0324_REAL01_F_morpheme|NIA_SL_WORD0324_REAL01_L_morpheme|NIA_SL_WORD0324_REAL01_R_morpheme|NIA_SL_WORD0324_REAL01_U_morpheme,분혹색:80,1,WORD0324,Training
WORD0325,325,얼굴이빨개지다,80,NIA_SL_WORD0325_REAL01_D_morpheme|NIA_SL_WORD0325_REAL01_F_morpheme|NIA_SL_WORD0325_REAL01_L_morpheme|NIA_SL_WORD0325_REAL01_R_morpheme|NIA_SL_WORD0325_REAL01_U_morpheme,얼굴이빨개지다:80,1,WORD0325,Training
WORD0326,326,사춘기,80,NIA_SL_WORD0326_REAL01_D_morpheme|NIA_SL_WORD0326_REAL01_F_morpheme|NIA_SL_WORD0326_REAL01_L_morpheme|NIA_SL_WORD0326_REAL01_R_morpheme|NIA_SL_WORD0326_REAL01_U_morpheme,사춘기:80,1,WORD0326,Training
WORD0327,327,3.1절,80,NIA_SL_WORD0327_REAL01_D_morpheme|NIA_SL_WORD0327_REAL01_F_morpheme|NIA_SL_WORD0327_REAL01_L_morpheme|NIA_SL_WORD0327_REAL01_R_morpheme|NIA_SL_WORD0327_REAL01_U_morpheme,3.1절:80,1,WORD0327,Training
WORD0328,328,생년월일,80,NIA_SL_WORD0328_REAL01_D_morpheme|NIA_SL_WORD0328_REAL01_F_morpheme|NIA_SL_WORD0328_REAL01_L_morpheme|NIA_SL_WORD0328_REAL01_R_morpheme|NIA_SL_WORD0328_REAL01_U_morpheme,생년월일:80,1,WORD0328,Training
WORD0329,329,수요일,80,NIA_SL_WORD0329_REAL01_D_morpheme|NIA_SL_WORD0329_REAL01_F_morpheme|NIA_SL_WORD0329_REAL01_L_morpheme|NIA_SL_WORD0329_REAL01_R_morpheme|NIA_SL_WORD0329_REAL01_U_morpheme,수요일:80,1,WORD0329,Training
WORD0330,330,10만원,80,NIA_SL_WORD0330_REAL01_D_morpheme|NIA_SL_WORD0330_REAL01_F_morpheme|NIA_SL_WORD0330_REAL01_L_morpheme|NIA_SL_WORD0330_REAL01_R_morpheme|NIA_SL_WORD0330_REAL01_U_morpheme,10만원:80,1,WORD0330,Training
WORD0331,331,어떻게,80,NIA_SL_WORD0331_REAL01_D_morpheme|NIA_SL_WORD0331_REAL01_F_morpheme|NIA_SL_WORD0331_REAL01_L_morpheme|NIA_SL_WORD0331_REAL01_R_morpheme|NIA_SL_WORD0331_REAL01_U_morpheme,어떻게:80,1,WORD0331,Training
WORD0332,332,어린이날,80,NIA_SL_WORD0332_REAL01_D_morpheme|NIA_SL_WORD0332_REAL01_F_morpheme|NIA_SL_WORD0332_REAL01_L_morpheme|NIA_SL_WORD0332_REAL01_R_morpheme|NIA_SL_WORD0332_REAL01_U_morpheme,어린이날:80,1,WORD0332,Training
WORD0333,333,연말,80,NIA_SL_WORD0333_REAL01_D_morpheme|NIA_SL_WORD0333_REAL01_F_morpheme|NIA_SL_WORD0333_REAL01_L_morpheme|NIA_SL_WORD0333_REAL01_R_morpheme|NIA_SL_WORD0333_REAL01_U_morpheme,연말:80,1,WORD0333,Training
WORD0334,334,예전,80,NIA_SL_WORD0334_REAL01_D_morpheme|NIA_SL_WORD0334_REAL01_F_morpheme|NIA_SL_WORD0334_REAL01_L_morpheme|NIA_SL_WORD0334_REAL01_R_morpheme|NIA_SL_WORD0334_REAL01_U_morpheme,예전:80,1,WORD0334,Training
WORD0335,335,식전,80,NIA_SL_WORD0335_REAL01_D_morpheme|NIA_SL_WORD0335_REAL01_F_morpheme|NIA_SL_WORD0335_REAL01_L_morpheme|NIA_SL_WORD0335_REAL01_R_morpheme|NIA_SL_WORD0335_REAL01_U_morpheme,식전:80,1,WORD0335,Training
WORD0336,336,월요일,80,NIA_SL_WORD0336_REAL01_D_morpheme|NIA_SL_WORD0336_REAL01_F_morpheme|NIA_SL_WORD0336_REAL01_L_morpheme|NIA_SL_WORD0336_REAL01_R_morpheme|NIA_SL_WORD0336_REAL01_U_morpheme,월요일:80,1,WORD0336,Training
WORD0337,337,일요일,80,NIA_SL_WORD0337_REAL01_D_morpheme|NIA_SL_WORD0337_REAL01_F_morpheme|NIA_SL_WORD0337_REAL01_L_morpheme|NIA_SL_WORD0337_REAL01_R_morpheme|NIA_SL_WORD0337_REAL01_U_morpheme,일요일:80,2,WORD0257|WORD0337,Training
WORD0338,338,자정,80,NIA_SL_WORD0338_REAL01_D_morpheme|NIA_SL_WORD0338_REAL01_F_morpheme|NIA_SL_WORD0338_REAL01_L_morpheme|NIA_SL_WORD0338_REAL01_R_morpheme|NIA_SL_WORD0338_REAL01_U_morpheme,자정:80,1,WORD0338,Training
WORD0339,339,아까,80,NIA_SL_WORD0339_REAL01_D_morpheme|NIA_SL_WORD0339_REAL01_F_morpheme|NIA_SL_WORD0339_REAL01_L_morpheme|NIA_SL_WORD0339_REAL01_R_morpheme|NIA_SL_WORD0339_REAL01_U_morpheme,아까:80,1,WORD0339,Training
WORD0340,340,진하기,80,NIA_SL_WORD0340_REAL01_D_morpheme|NIA_SL_WORD0340_REAL01_F_morpheme|NIA_SL_WORD0340_REAL01_L_morpheme|NIA_SL_WORD0340_REAL01_R_morpheme|NIA_SL_WORD0340_REAL01_U_morpheme,진하기:80,1,WORD0340,Training
WORD0341,341,검정머리,80,NIA_SL_WORD0341_REAL01_D_morpheme|NIA_SL_WORD0341_REAL01_F_morpheme|NIA_SL_WORD0341_REAL01_L_morpheme|NIA_SL_WORD0341_REAL01_R_morpheme|NIA_SL_WORD0341_REAL01_U_morpheme,검정머리:80,1,WORD0341,Training
WORD0342,342,최대,80,NIA_SL_WORD0342_REAL01_D_morpheme|NIA_SL_WORD0342_REAL01_F_morpheme|NIA_SL_WORD0342_REAL01_L_morpheme|NIA_SL_WORD0342_REAL01_R_morpheme|NIA_SL_WORD0342_REAL01_U_morpheme,최대:80,1,WORD0342,Training
WORD0343,343,최소,80,NIA_SL_WORD0343_REAL01_D_morpheme|NIA_SL_WORD0343_REAL01_F_morpheme|NIA_SL_WORD0343_REAL01_L_morpheme|NIA_SL_WORD0343_REAL01_R_morpheme|NIA_SL_WORD0343_REAL01_U_morpheme,최소:80,1,WORD0343,Training
WORD0344,344,평일,80,NIA_SL_WORD0344_REAL01_D_morpheme|NIA_SL_WORD0344_REAL01_F_morpheme|NIA_SL_WORD0344_REAL01_L_morpheme|NIA_SL_WORD0344_REAL01_R_morpheme|NIA_SL_WORD0344_REAL01_U_morpheme,평일:80,1,WORD0344,Training
WORD0345,345,한글날,80,NIA_SL_WORD0345_REAL01_D_morpheme|NIA_SL_WORD0345_REAL01_F_morpheme|NIA_SL_WORD0345_REAL01_L_morpheme|NIA_SL_WORD0345_REAL01_R_morpheme|NIA_SL_WORD0345_REAL01_U_morpheme,한글날:80,1,WORD0345,Training
WORD0346,346,현충일,80,NIA_SL_WORD0346_REAL01_D_morpheme|NIA_SL_WORD0346_REAL01_F_morpheme|NIA_SL_WORD0346_REAL01_L_morpheme|NIA_SL_WORD0346_REAL01_R_morpheme|NIA_SL_WORD0346_REAL01_U_morpheme,현충일:80,1,WORD0346,Training
WORD0347,347,화요일,80,NIA_SL_WORD0347_REAL01_D_morpheme|NIA_SL_WORD0347_REAL01_F_morpheme|NIA_SL_WORD0347_REAL01_L_morpheme|NIA_SL_WORD0347_REAL01_R_morpheme|NIA_SL_WORD0347_REAL01_U_morpheme,화요일:80,1,WORD0347,Training
WORD0348,348,황금색,80,NIA_SL_WORD0348_REAL01_D_morpheme|NIA_SL_WORD0348_REAL01_F_morpheme|NIA_SL_WORD0348_REAL01_L_morpheme|NIA_SL_WORD0348_REAL01_R_morpheme|NIA_SL_WORD0348_REAL01_U_morpheme,황금색:80,1,WORD0348,Training
WORD0349,349,흑백,80,NIA_SL_WORD0349_REAL01_D_morpheme|NIA_SL_WORD0349_REAL01_F_morpheme|NIA_SL_WORD0349_REAL01_L_morpheme|NIA_SL_WORD0349_REAL01_R_morpheme|NIA_SL_WORD0349_REAL01_U_morpheme,흑백:80,1,WORD0349,Training
WORD0350,350,흑색,80,NIA_SL_WORD0350_REAL01_D_morpheme|NIA_SL_WORD0350_REAL01_F_morpheme|NIA_SL_WORD0350_REAL01_L_morpheme|NIA_SL_WORD0350_REAL01_R_morpheme|NIA_SL_WORD0350_REAL01_U_morpheme,흑색:80,1,WORD0350,Training
WORD0351,351,임시협약,80,NIA_SL_WORD0351_REAL01_D_morpheme|NIA_SL_WORD0351_REAL01_F_morpheme|NIA_SL_WORD0351_REAL01_L_morpheme|NIA_SL_WORD0351_REAL01_R_morpheme|NIA_SL_WORD0351_REAL01_U_morpheme,임시협약:80,1,WORD0351,Training
WORD0352,352,감금,80,NIA_SL_WORD0352_REAL01_D_morpheme|NIA_SL_WORD0352_REAL01_F_morpheme|NIA_SL_WORD0352_REAL01_L_morpheme|NIA_SL_WORD0352_REAL01_R_morpheme|NIA_SL_WORD0352_REAL01_U_morpheme,감금:80,1,WORD0352,Training
WORD0353,353,탈춤,80,NIA_SL_WORD0353_REAL01_D_morpheme|NIA_SL_WORD0353_REAL01_F_morpheme|NIA_SL_WORD0353_REAL01_L_morpheme|NIA_SL_WORD0353_REAL01_R_morpheme|NIA_SL_WORD0353_REAL01_U_morpheme,탈춤:80,1,WORD0353,Training
WORD0354,354,가명,80,NIA_SL_WORD0354_REAL01_D_morpheme|NIA_SL_WORD0354_REAL01_F_morpheme|NIA_SL_WORD0354_REAL01_L_morpheme|NIA_SL_WORD0354_REAL01_R_morpheme|NIA_SL_WORD0354_REAL01_U_morpheme,가명:80,1,WORD0354,Training
WORD0355,355,가발,80,NIA_SL_WORD0355_REAL01_D_morpheme|NIA_SL_WORD0355_REAL01_F_morpheme|NIA_SL_WORD0355_REAL01_L_morpheme|NIA_SL_WORD0355_REAL01_R_morpheme|NIA_SL_WORD0355_REAL01_U_morpheme,가발:80,1,WORD0355,Training
WORD0356,356,가위바위보,80,NIA_SL_WORD0356_REAL01_D_morpheme|NIA_SL_WORD0356_REAL01_F_morpheme|NIA_SL_WORD0356_REAL01_L_morpheme|NIA_SL_WORD0356_REAL01_R_morpheme|NIA_SL_WORD0356_REAL01_U_morpheme,가위바위보:80,1,WORD0356,Training
WORD0357,357,가족회의,80,NIA_SL_WORD0357_REAL01_D_morpheme|NIA_SL_WORD0357_REAL01_F_morpheme|NIA_SL_WORD0357_REAL01_L_morpheme|NIA_SL_WORD0357_REAL01_R_morpheme|NIA_SL_WORD0357_REAL01_U_morpheme,가족회의:80,1,WORD0357,Training
WORD0358,358,가짜,80,NIA_SL_WORD0358_REAL01_D_morpheme|NIA_SL_WORD0358_REAL01_F_morpheme|NIA_SL_WORD0358_REAL01_L_morpheme|NIA_SL_WORD0358_REAL01_R_morpheme|NIA_SL_WORD0358_REAL01_U_morpheme,가짜:80,1,WORD0358,Training
WORD0359,359,서약서,80,NIA_SL_WORD0359_REAL01_D_morpheme|NIA_SL_WORD0359_REAL01_F_morpheme|NIA_SL_WORD0359_REAL01_L_morpheme|NIA_SL_WORD0359_REAL01_R_morpheme|NIA_SL_WORD0359_REAL01_U_morpheme,서약서:80,1,WORD0359,Training
WORD0360,360,간편,80,NIA_SL_WORD0360_REAL01_D_morpheme|NIA_SL_WORD0360_REAL01_F_morpheme|NIA_SL_WORD0360_REAL01_L_morpheme|NIA_SL_WORD0360_REAL01_R_morpheme|NIA_SL_WORD0360_REAL01_U_morpheme,간편:80,1,WORD0360,Training
WORD0361,361,감옥,80,NIA_SL_WORD0361_REAL01_D_morpheme|NIA_SL_WORD0361_REAL01_F_morpheme|NIA_SL_WORD0361_REAL01_L_morpheme|NIA_SL_WORD0361_REAL01_R_morpheme|NIA_SL_WORD0361_REAL01_U_morpheme,감옥:80,2,WORD0277|WORD0361,Training
WORD0362,362,감옥살이,80,NIA_SL_WORD0362_REAL01_D_morpheme|NIA_SL_WORD0362_REAL01_F_morpheme|NIA_SL_WORD0362_REAL01_L_morpheme|NIA_SL_WORD0362_REAL01_R_morpheme|NIA_SL_WORD0362_REAL01_U_morpheme,감옥살이:80,1,WORD0362,Training
WORD0363,363,보호,80,NIA_SL_WORD0363_REAL01_D_morpheme|NIA_SL_WORD0363_REAL01_F_morpheme|NIA_SL_WORD0363_REAL01_L_morpheme|NIA_SL_WORD0363_REAL01_R_morpheme|NIA_SL_WORD0363_REAL01_U_morpheme,보호:80,1,WORD0363,Training
WORD0364,364,견습,80,NIA_SL_WORD0364_REAL01_D_morpheme|NIA_SL_WORD0364_REAL01_F_morpheme|NIA_SL_WORD0364_REAL01_L_morpheme|NIA_SL_WORD0364_REAL01_R_morpheme|NIA_SL_WORD0364_REAL01_U_morpheme,견습:80,2,WORD0364|WORD1580,Training
WORD0365,365,강약,80,NIA_SL_WORD0365_REAL01_D_morpheme|NIA_SL_WORD0365_REAL01_F_morpheme|NIA_SL_WORD0365_REAL01_L_morpheme|NIA_SL_WORD0365_REAL01_R_morpheme|NIA_SL_WORD0365_REAL01_U_morpheme,강약:80,1,WORD0365,Training
WORD0366,366,강철,80,NIA_SL_WORD0366_REAL01_D_morpheme|NIA_SL_WORD0366_REAL01_F_morpheme|NIA_SL_WORD0366_REAL01_L_morpheme|NIA_SL_WORD0366_REAL01_R_morpheme|NIA_SL_WORD0366_REAL01_U_morpheme,강철:80,1,WORD0366,Training
WORD0367,367,개똥,80,NIA_SL_WORD0367_REAL01_D_morpheme|NIA_SL_WORD0367_REAL01_F_morpheme|NIA_SL_WORD0367_REAL01_L_morpheme|NIA_SL_WORD0367_REAL01_R_morpheme|NIA_SL_WORD0367_REAL01_U_morpheme,개똥:80,1,WORD0367,Training
WORD0368,368,개명,80,NIA_SL_WORD0368_REAL01_D_morpheme|NIA_SL_WORD0368_REAL01_F_morpheme|NIA_SL_WORD0368_REAL01_L_morpheme|NIA_SL_WORD0368_REAL01_R_morpheme|NIA_SL_WORD0368_REAL01_U_morpheme,개명:80,1,WORD0368,Training
WORD0369,369,신경쓰다,80,NIA_SL_WORD0369_REAL01_D_morpheme|NIA_SL_WORD0369_REAL01_F_morpheme|NIA_SL_WORD0369_REAL01_L_morpheme|NIA_SL_WORD0369_REAL01_R_morpheme|NIA_SL_WORD0369_REAL01_U_morpheme,신경쓰다:80,1,WORD0369,Training
WORD0370,370,거목,80,NIA_SL_WORD0370_REAL01_D_morpheme|NIA_SL_WORD0370_REAL01_F_morpheme|NIA_SL_WORD0370_REAL01_L_morpheme|NIA_SL_WORD0370_REAL01_R_morpheme|NIA_SL_WORD0370_REAL01_U_morpheme,거목:80,1,WORD0370,Training
WORD0371,371,거북선,80,NIA_SL_WORD0371_REAL01_D_morpheme|NIA_SL_WORD0371_REAL01_F_morpheme|NIA_SL_WORD0371_REAL01_L_morpheme|NIA_SL_WORD0371_REAL01_R_morpheme|NIA_SL_WORD0371_REAL01_U_morpheme,거북선:80,1,WORD0371,Training
WORD0372,372,거역,80,NIA_SL_WORD0372_REAL01_D_morpheme|NIA_SL_WORD0372_REAL01_F_morpheme|NIA_SL_WORD0372_REAL01_L_morpheme|NIA_SL_WORD0372_REAL01_R_morpheme|NIA_SL_WORD0372_REAL01_U_morpheme,거역:80,1,WORD0372,Training
WORD0373,373,거지,80,NIA_SL_WORD0373_REAL01_D_morpheme|NIA_SL_WORD0373_REAL01_F_morpheme|NIA_SL_WORD0373_REAL01_L_morpheme|NIA_SL_WORD0373_REAL01_R_morpheme|NIA_SL_WORD0373_REAL01_U_morpheme,거지:80,3,WORD0199|WORD0373|WORD0376,Training
WORD0374,374,건장,80,NIA_SL_WORD0374_REAL01_D_morpheme|NIA_SL_WORD0374_REAL01_F_morpheme|NIA_SL_WORD0374_REAL01_L_morpheme|NIA_SL_WORD0374_REAL01_R_morpheme|NIA_SL_WORD0374_REAL01_U_morpheme,건장:80,1,WORD0374,Training
WORD0375,375,걸스카우트,80,NIA_SL_WORD0375_REAL01_D_morpheme|NIA_SL_WORD0375_REAL01_F_morpheme|NIA_SL_WORD0375_REAL01_L_morpheme|NIA_SL_WORD0375_REAL01_R_morpheme|NIA_SL_WORD0375_REAL01_U_morpheme,걸스카우트:80,1,WORD0375,Training
WORD0376,376,거지,80,NIA_SL_WORD0376_REAL01_D_morpheme|NIA_SL_WORD0376_REAL01_F_morpheme|NIA_SL_WORD0376_REAL01_L_morpheme|NIA_SL_WORD0376_REAL01_R_morpheme|NIA_SL_WORD0376_REAL01_U_morpheme,거지:80,3,WORD0199|WORD0373|WORD0376,Training
WORD0377,377,휴학,80,NIA_SL_WORD0377_REAL01_D_morpheme|NIA_SL_WORD0377_REAL01_F_morpheme|NIA_SL_WORD0377_REAL01_L_morpheme|NIA_SL_WORD0377_REAL01_R_morpheme|NIA_SL_WORD0377_REAL01_U_morpheme,휴학:80,2,WORD0377|WORD0378,Training
WORD0378,378,휴학,80,NIA_SL_WORD0378_REAL01_D_morpheme|NIA_SL_WORD0378_REAL01_F_morpheme|NIA_SL_WORD0378_REAL01_L_morpheme|NIA_SL_WORD0378_REAL01_R_morpheme|NIA_SL_WORD0378_REAL01_U_morpheme,휴학:80,2,WORD0377|WORD0378,Training
WORD0379,379,회칙,80,NIA_SL_WORD0379_REAL01_D_morpheme|NIA_SL_WORD0379_REAL01_F_morpheme|NIA_SL_WORD0379_REAL01_L_morpheme|NIA_SL_WORD0379_REAL01_R_morpheme|NIA_SL_WORD0379_REAL01_U_morpheme,회칙:80,1,WORD0379,Training
WORD0380,380,결승전,80,NIA_SL_WORD0380_REAL01_D_morpheme|NIA_SL_WORD0380_REAL01_F_morpheme|NIA_SL_WORD0380_REAL01_L_morpheme|NIA_SL_WORD0380_REAL01_R_morpheme|NIA_SL_WORD0380_REAL01_U_morpheme,결승전:80,2,WORD0030|WORD0380,Training
WORD0381,381,경찰행정,80,NIA_SL_WORD0381_REAL01_D_morpheme|NIA_SL_WORD0381_REAL01_F_morpheme|NIA_SL_WORD0381_REAL01_L_morpheme|NIA_SL_WORD0381_REAL01_R_morpheme|NIA_SL_WORD0381_REAL01_U_morpheme,경찰행정:80,1,WORD0381,Training
WORD0382,382,경비실,80,NIA_SL_WORD0382_REAL01_D_morpheme|NIA_SL_WORD0382_REAL01_F_morpheme|NIA_SL_WORD0382_REAL01_L_morpheme|NIA_SL_WORD0382_REAL01_R_morpheme|NIA_SL_WORD0382_REAL01_U_morpheme,경비실:80,1,WORD0382,Training
WORD0383,383,고아원,80,NIA_SL_WORD0383_REAL01_D_morpheme|NIA_SL_WORD0383_REAL01_F_morpheme|NIA_SL_WORD0383_REAL01_L_morpheme|NIA_SL_WORD0383_REAL01_R_morpheme|NIA_SL_WORD0383_REAL01_U_morpheme,고아원:80,1,WORD0383,Training
WORD0384,384,고춧잎,80,NIA_SL_WORD0384_REAL01_D_morpheme|NIA_SL_WORD0384_REAL01_F_morpheme|NIA_SL_WORD0384_REAL01_L_morpheme|NIA_SL_WORD0384_REAL01_R_morpheme|NIA_SL_WORD0384_REAL01_U_morpheme,고춧잎:80,1,WORD0384,Training
