sample_id,label,word_id,real_id,angle,file_id,video_path,start,end,duration,npz_index,status,split
NIA_SL_WORD0558_REAL05_D,견습소,WORD0558,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0558_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0558_REAL05_F,견습소,WORD0558,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0558_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0558_REAL05_L,견습소,WORD0558,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0558_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0558_REAL05_R,견습소,WORD0558,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0558_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0558_REAL05_U,견습소,WORD0558,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0558_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0559_REAL05_D,배은,WORD0559,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0559_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0559_REAL05_F,배은,WORD0559,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0559_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0559_REAL05_L,배은,WORD0559,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0559_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0559_REAL05_R,배은,WORD0559,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0559_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0559_REAL05_U,배은,WORD0559,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0559_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0560_REAL05_D,결심,WORD0560,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0560_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0560_REAL05_F,결심,WORD0560,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0560_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0560_REAL05_L,결심,WORD0560,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0560_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0560_REAL05_R,결심,WORD0560,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0560_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0560_REAL05_U,결심,WORD0560,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0560_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0561_REAL05_D,백일잔치,WORD0561,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0561_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0561_REAL05_F,백일잔치,WORD0561,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0561_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0561_REAL05_L,백일잔치,WORD0561,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0561_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0561_REAL05_R,백일잔치,WORD0561,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0561_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0561_REAL05_U,백일잔치,WORD0561,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0561_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0562_REAL05_D,번거롭다,WORD0562,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0562_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0562_REAL05_F,번거롭다,WORD0562,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0562_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0562_REAL05_L,번거롭다,WORD0562,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0562_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0562_REAL05_R,번거롭다,WORD0562,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0562_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0562_REAL05_U,번거롭다,WORD0562,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0562_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0563_REAL05_D,출산증가,WORD0563,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0563_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0563_REAL05_F,출산증가,WORD0563,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0563_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0563_REAL05_L,출산증가,WORD0563,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0563_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0563_REAL05_R,출산증가,WORD0563,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0563_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0563_REAL05_U,출산증가,WORD0563,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0563_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0564_REAL05_D,베다,WORD0564,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0564_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0564_REAL05_F,베다,WORD0564,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0564_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0564_REAL05_L,베다,WORD0564,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0564_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0564_REAL05_R,베다,WORD0564,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0564_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0564_REAL05_U,베다,WORD0564,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0564_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0565_REAL05_D,벌칙사항,WORD0565,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0565_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0565_REAL05_F,벌칙사항,WORD0565,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0565_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0565_REAL05_L,벌칙사항,WORD0565,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0565_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0565_REAL05_R,벌칙사항,WORD0565,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0565_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0565_REAL05_U,벌칙사항,WORD0565,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0565_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0566_REAL05_D,소개,WORD0566,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0566_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0566_REAL05_F,소개,WORD0566,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0566_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0566_REAL05_L,소개,WORD0566,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0566_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0566_REAL05_R,소개,WORD0566,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0566_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0566_REAL05_U,소개,WORD0566,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0566_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0567_REAL05_D,별거,WORD0567,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0567_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0567_REAL05_F,별거,WORD0567,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0567_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0567_REAL05_L,별거,WORD0567,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0567_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0567_REAL05_R,별거,WORD0567,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0567_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0567_REAL05_U,별거,WORD0567,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0567_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0568_REAL05_D,별미,WORD0568,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0568_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0568_REAL05_F,별미,WORD0568,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0568_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0568_REAL05_L,별미,WORD0568,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0568_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0568_REAL05_R,별미,WORD0568,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0568_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0568_REAL05_U,별미,WORD0568,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0568_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0569_REAL05_D,병가,WORD0569,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0569_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0569_REAL05_F,병가,WORD0569,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0569_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0569_REAL05_L,병가,WORD0569,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0569_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0569_REAL05_R,병가,WORD0569,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0569_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0569_REAL05_U,병가,WORD0569,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0569_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0570_REAL05_D,병사,WORD0570,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0570_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0570_REAL05_F,병사,WORD0570,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0570_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0570_REAL05_L,병사,WORD0570,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0570_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0570_REAL05_R,병사,WORD0570,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0570_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0570_REAL05_U,병사,WORD0570,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0570_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0571_REAL05_D,쓰러지다,WORD0571,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0571_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0571_REAL05_F,쓰러지다,WORD0571,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0571_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0571_REAL05_L,쓰러지다,WORD0571,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0571_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0571_REAL05_R,쓰러지다,WORD0571,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0571_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0571_REAL05_U,쓰러지다,WORD0571,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0571_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0572_REAL05_D,환자실,WORD0572,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0572_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0572_REAL05_F,환자실,WORD0572,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0572_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0572_REAL05_L,환자실,WORD0572,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0572_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0572_REAL05_R,환자실,WORD0572,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0572_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0572_REAL05_U,환자실,WORD0572,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0572_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0573_REAL05_D,병아리,WORD0573,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0573_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0573_REAL05_F,병아리,WORD0573,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0573_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0573_REAL05_L,병아리,WORD0573,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0573_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0573_REAL05_R,병아리,WORD0573,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0573_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0573_REAL05_U,병아리,WORD0573,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0573_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0574_REAL05_D,군책,WORD0574,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0574_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0574_REAL05_F,군책,WORD0574,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0574_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0574_REAL05_L,군책,WORD0574,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0574_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0574_REAL05_R,군책,WORD0574,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0574_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0574_REAL05_U,군책,WORD0574,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0574_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0575_REAL05_D,보수교육,WORD0575,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0575_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0575_REAL05_F,보수교육,WORD0575,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0575_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0575_REAL05_L,보수교육,WORD0575,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0575_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0575_REAL05_R,보수교육,WORD0575,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0575_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0575_REAL05_U,보수교육,WORD0575,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0575_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0576_REAL05_D,보이스카우트,WORD0576,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0576_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0576_REAL05_F,보이스카우트,WORD0576,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0576_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0576_REAL05_L,보이스카우트,WORD0576,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0576_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0576_REAL05_R,보이스카우트,WORD0576,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0576_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0576_REAL05_U,보이스카우트,WORD0576,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0576_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0577_REAL05_D,부동산,WORD0577,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0577_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0577_REAL05_F,부동산,WORD0577,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0577_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0577_REAL05_L,부동산,WORD0577,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0577_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0577_REAL05_R,부동산,WORD0577,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0577_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0577_REAL05_U,부동산,WORD0577,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0577_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0578_REAL05_D,보건복지부,WORD0578,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0578_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0578_REAL05_F,보건복지부,WORD0578,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0578_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0578_REAL05_L,보건복지부,WORD0578,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0578_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0578_REAL05_R,보건복지부,WORD0578,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0578_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0578_REAL05_U,보건복지부,WORD0578,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0578_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0579_REAL05_D,복지카드,WORD0579,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0579_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0579_REAL05_F,복지카드,WORD0579,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0579_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0579_REAL05_L,복지카드,WORD0579,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0579_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0579_REAL05_R,복지카드,WORD0579,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0579_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0579_REAL05_U,복지카드,WORD0579,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0579_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0580_REAL05_D,희미,WORD0580,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0580_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0580_REAL05_F,희미,WORD0580,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0580_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0580_REAL05_L,희미,WORD0580,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0580_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0580_REAL05_R,희미,WORD0580,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0580_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0580_REAL05_U,희미,WORD0580,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0580_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0581_REAL05_D,부고,WORD0581,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0581_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0581_REAL05_F,부고,WORD0581,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0581_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0581_REAL05_L,부고,WORD0581,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0581_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0581_REAL05_R,부고,WORD0581,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0581_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0581_REAL05_U,부고,WORD0581,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0581_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0582_REAL05_D,무자유,WORD0582,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0582_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0582_REAL05_F,무자유,WORD0582,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0582_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0582_REAL05_L,무자유,WORD0582,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0582_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0582_REAL05_R,무자유,WORD0582,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0582_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0582_REAL05_U,무자유,WORD0582,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0582_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0583_REAL05_D,분담,WORD0583,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0583_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0583_REAL05_F,분담,WORD0583,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0583_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0583_REAL05_L,분담,WORD0583,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0583_REAL05_L.mp4,,,,,pending,train
NIA_SL_WORD0583_REAL05_R,분담,WORD0583,REAL05,R,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0583_REAL05_R.mp4,,,,,pending,train
NIA_SL_WORD0583_REAL05_U,분담,WORD0583,REAL05,U,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0583_REAL05_U.mp4,,,,,pending,train
NIA_SL_WORD0584_REAL05_D,투쟁,WORD0584,REAL05,D,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0584_REAL05_D.mp4,,,,,pending,train
NIA_SL_WORD0584_REAL05_F,투쟁,WORD0584,REAL05,F,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0584_REAL05_F.mp4,,,,,pending,train
NIA_SL_WORD0584_REAL05_L,투쟁,WORD0584,REAL05,L,FILE10,E:\study\KSL_data_file\[원천]10_real_word_video\05-1\NIA_SL_WORD0584_REAL05_L.mp4,,,,,pending,train
