angle,duration,end,label,npz_index,real_id,reason,sample_id,source_file,start,status,video_path,word_id
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0339_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0339_REAL02_D.mp4,WORD0339
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0339_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0339_REAL02_F.mp4,WORD0339
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0339_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0339_REAL02_L.mp4,WORD0339
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0339_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0339_REAL02_R.mp4,WORD0339
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0339_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0339_REAL02_U.mp4,WORD0339
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0340_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0340_REAL02_D.mp4,WORD0340
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0340_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0340_REAL02_F.mp4,WORD0340
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0340_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0340_REAL02_L.mp4,WORD0340
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0340_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0340_REAL02_R.mp4,WORD0340
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0340_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0340_REAL02_U.mp4,WORD0340
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0341_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0341_REAL02_D.mp4,WORD0341
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0341_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0341_REAL02_F.mp4,WORD0341
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0341_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0341_REAL02_L.mp4,WORD0341
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0341_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0341_REAL02_R.mp4,WORD0341
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0341_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0341_REAL02_U.mp4,WORD0341
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0342_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0342_REAL02_D.mp4,WORD0342
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0342_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0342_REAL02_F.mp4,WORD0342
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0342_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0342_REAL02_L.mp4,WORD0342
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0342_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0342_REAL02_R.mp4,WORD0342
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0342_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0342_REAL02_U.mp4,WORD0342
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0343_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0343_REAL02_D.mp4,WORD0343
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0343_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0343_REAL02_F.mp4,WORD0343
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0343_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0343_REAL02_L.mp4,WORD0343
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0343_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0343_REAL02_R.mp4,WORD0343
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0343_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0343_REAL02_U.mp4,WORD0343
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0344_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0344_REAL02_D.mp4,WORD0344
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0344_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0344_REAL02_F.mp4,WORD0344
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0344_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0344_REAL02_L.mp4,WORD0344
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0344_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0344_REAL02_R.mp4,WORD0344
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0344_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0344_REAL02_U.mp4,WORD0344
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0345_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0345_REAL02_D.mp4,WORD0345
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0345_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0345_REAL02_F.mp4,WORD0345
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0345_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0345_REAL02_L.mp4,WORD0345
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0345_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0345_REAL02_R.mp4,WORD0345
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0345_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0345_REAL02_U.mp4,WORD0345
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0346_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0346_REAL02_D.mp4,WORD0346
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0346_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0346_REAL02_F.mp4,WORD0346
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0346_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0346_REAL02_L.mp4,WORD0346
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0346_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0346_REAL02_R.mp4,WORD0346
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0346_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0346_REAL02_U.mp4,WORD0346
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0347_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0347_REAL02_D.mp4,WORD0347
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0347_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0347_REAL02_F.mp4,WORD0347
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0347_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0347_REAL02_L.mp4,WORD0347
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0347_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0347_REAL02_R.mp4,WORD0347
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0347_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0347_REAL02_U.mp4,WORD0347
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0348_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0348_REAL02_D.mp4,WORD0348
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0348_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0348_REAL02_F.mp4,WORD0348
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0348_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0348_REAL02_L.mp4,WORD0348
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0348_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0348_REAL02_R.mp4,WORD0348
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0348_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0348_REAL02_U.mp4,WORD0348
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0349_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0349_REAL02_D.mp4,WORD0349
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0349_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0349_REAL02_F.mp4,WORD0349
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0349_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0349_REAL02_L.mp4,WORD0349
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0349_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0349_REAL02_R.mp4,WORD0349
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0349_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0349_REAL02_U.mp4,WORD0349
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0350_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0350_REAL02_D.mp4,WORD0350
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0350_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0350_REAL02_F.mp4,WORD0350
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0350_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0350_REAL02_L.mp4,WORD0350
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0350_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0350_REAL02_R.mp4,WORD0350
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0350_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0350_REAL02_U.mp4,WORD0350
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0351_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0351_REAL02_D.mp4,WORD0351
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0351_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0351_REAL02_F.mp4,WORD0351
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0351_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0351_REAL02_L.mp4,WORD0351
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0351_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0351_REAL02_R.mp4,WORD0351
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0351_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0351_REAL02_U.mp4,WORD0351
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0352_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0352_REAL02_D.mp4,WORD0352
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0352_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0352_REAL02_F.mp4,WORD0352
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0352_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0352_REAL02_L.mp4,WORD0352
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0352_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0352_REAL02_R.mp4,WORD0352
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0352_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0352_REAL02_U.mp4,WORD0352
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0353_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0353_REAL02_D.mp4,WORD0353
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0353_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0353_REAL02_F.mp4,WORD0353
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0353_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0353_REAL02_L.mp4,WORD0353
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0353_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0353_REAL02_R.mp4,WORD0353
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0353_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0353_REAL02_U.mp4,WORD0353
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0354_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0354_REAL02_D.mp4,WORD0354
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0354_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0354_REAL02_F.mp4,WORD0354
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0354_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0354_REAL02_L.mp4,WORD0354
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0354_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0354_REAL02_R.mp4,WORD0354
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0354_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0354_REAL02_U.mp4,WORD0354
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0355_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0355_REAL02_D.mp4,WORD0355
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0355_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0355_REAL02_F.mp4,WORD0355
L,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0355_REAL02_L,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0355_REAL02_L.mp4,WORD0355
R,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0355_REAL02_R,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0355_REAL02_R.mp4,WORD0355
U,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0355_REAL02_U,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0355_REAL02_U.mp4,WORD0355
D,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0356_REAL02_D,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0356_REAL02_D.mp4,WORD0356
F,,,,-1,REAL02,영상은 찾았지만 morpheme에서 MVP 라벨을 찾지 못함. _debug/word_label_map과 mvp_label_scan 확인 필요,NIA_SL_WORD0356_REAL02_F,,,missing_label,C:\Users\82102_asozp43\OneDrive\바탕 화면\02-1\NIA_SL_WORD0356_REAL02_F.mp4,WORD0356
