sample_id,word_id,label,video_path,split,source_part
NIA_SL_WORD0384_REAL04_U,WORD0384,고춧잎,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0384_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0385_REAL04_D,WORD0385,불알,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0385_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0385_REAL04_F,WORD0385,불알,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0385_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0385_REAL04_L,WORD0385,불알,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0385_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0385_REAL04_R,WORD0385,불알,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0385_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0385_REAL04_U,WORD0385,불알,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0385_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0386_REAL04_D,WORD0386,황금기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0386_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0386_REAL04_F,WORD0386,황금기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0386_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0386_REAL04_L,WORD0386,황금기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0386_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0386_REAL04_R,WORD0386,황금기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0386_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0386_REAL04_U,WORD0386,황금기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0386_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0387_REAL04_D,WORD0387,골절,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0387_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0387_REAL04_F,WORD0387,골절,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0387_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0387_REAL04_L,WORD0387,골절,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0387_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0387_REAL04_R,WORD0387,골절,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0387_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0387_REAL04_U,WORD0387,골절,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0387_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0388_REAL04_D,WORD0388,공식발표,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0388_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0388_REAL04_F,WORD0388,공식발표,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0388_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0388_REAL04_L,WORD0388,공식발표,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0388_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0388_REAL04_R,WORD0388,공식발표,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0388_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0388_REAL04_U,WORD0388,공식발표,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0388_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0389_REAL04_D,WORD0389,맞추다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0389_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0389_REAL04_F,WORD0389,맞추다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0389_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0389_REAL04_L,WORD0389,맞추다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0389_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0389_REAL04_R,WORD0389,맞추다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0389_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0389_REAL04_U,WORD0389,맞추다,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0389_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0390_REAL04_D,WORD0390,공군본부,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0390_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0390_REAL04_F,WORD0390,공군본부,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0390_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0390_REAL04_L,WORD0390,공군본부,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0390_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0390_REAL04_R,WORD0390,공군본부,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0390_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0390_REAL04_U,WORD0390,공군본부,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0390_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0391_REAL04_D,WORD0391,공범,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0391_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0391_REAL04_F,WORD0391,공범,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0391_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0391_REAL04_L,WORD0391,공범,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0391_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0391_REAL04_R,WORD0391,공범,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0391_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0391_REAL04_U,WORD0391,공범,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0391_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0392_REAL04_D,WORD0392,동거,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0392_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0392_REAL04_F,WORD0392,동거,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0392_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0392_REAL04_L,WORD0392,동거,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0392_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0392_REAL04_R,WORD0392,동거,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0392_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0392_REAL04_U,WORD0392,동거,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0392_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0393_REAL04_D,WORD0393,공증,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0393_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0393_REAL04_F,WORD0393,공증,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0393_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0393_REAL04_L,WORD0393,공증,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0393_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0393_REAL04_R,WORD0393,공증,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0393_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0393_REAL04_U,WORD0393,공증,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0393_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0394_REAL04_D,WORD0394,과로,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0394_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0394_REAL04_F,WORD0394,과로,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0394_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0394_REAL04_L,WORD0394,과로,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0394_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0394_REAL04_R,WORD0394,과로,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0394_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0394_REAL04_U,WORD0394,과로,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0394_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0395_REAL04_D,WORD0395,실수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0395_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0395_REAL04_F,WORD0395,실수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0395_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0395_REAL04_L,WORD0395,실수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0395_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0395_REAL04_R,WORD0395,실수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0395_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0395_REAL04_U,WORD0395,실수,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0395_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0396_REAL04_D,WORD0396,회상,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0396_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0396_REAL04_F,WORD0396,회상,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0396_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0396_REAL04_L,WORD0396,회상,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0396_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0396_REAL04_R,WORD0396,회상,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0396_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0396_REAL04_U,WORD0396,회상,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0396_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0397_REAL04_D,WORD0397,과태료,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0397_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0397_REAL04_F,WORD0397,과태료,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0397_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0397_REAL04_L,WORD0397,과태료,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0397_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0397_REAL04_R,WORD0397,과태료,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0397_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0397_REAL04_U,WORD0397,과태료,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0397_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0398_REAL04_D,WORD0398,관습,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0398_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0398_REAL04_F,WORD0398,관습,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0398_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0398_REAL04_L,WORD0398,관습,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0398_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0398_REAL04_R,WORD0398,관습,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0398_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0398_REAL04_U,WORD0398,관습,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0398_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0399_REAL04_D,WORD0399,직인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0399_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0399_REAL04_F,WORD0399,직인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0399_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0399_REAL04_L,WORD0399,직인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0399_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0399_REAL04_R,WORD0399,직인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0399_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0399_REAL04_U,WORD0399,직인,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0399_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0400_REAL04_D,WORD0400,정밀검사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0400_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0400_REAL04_F,WORD0400,정밀검사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0400_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0400_REAL04_L,WORD0400,정밀검사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0400_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0400_REAL04_R,WORD0400,정밀검사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0400_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0400_REAL04_U,WORD0400,정밀검사,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0400_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0401_REAL04_D,WORD0401,대지,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0401_REAL04_D.mp4,validation,FILE08
NIA_SL_WORD0401_REAL04_F,WORD0401,대지,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0401_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0401_REAL04_L,WORD0401,대지,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0401_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0401_REAL04_R,WORD0401,대지,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0401_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0401_REAL04_U,WORD0401,대지,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0401_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0402_REAL04_D,WORD0402,광업,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0402_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0402_REAL04_F,WORD0402,광업,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0402_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0402_REAL04_L,WORD0402,광업,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0402_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0402_REAL04_R,WORD0402,광업,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0402_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0402_REAL04_U,WORD0402,광업,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0402_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0403_REAL04_D,WORD0403,미치광이,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0403_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0403_REAL04_F,WORD0403,미치광이,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0403_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0403_REAL04_L,WORD0403,미치광이,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0403_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0403_REAL04_R,WORD0403,미치광이,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0403_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0403_REAL04_U,WORD0403,미치광이,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0403_REAL04_U.mp4,validation,FILE08
NIA_SL_WORD0404_REAL04_D,WORD0404,강풍,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0404_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0404_REAL04_F,WORD0404,강풍,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0404_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0404_REAL04_L,WORD0404,강풍,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0404_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0404_REAL04_R,WORD0404,강풍,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0404_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0404_REAL04_U,WORD0404,강풍,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0404_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0405_REAL04_D,WORD0405,환대,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0405_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0405_REAL04_F,WORD0405,환대,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0405_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0405_REAL04_L,WORD0405,환대,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0405_REAL04_L.mp4,validation,FILE08
NIA_SL_WORD0405_REAL04_R,WORD0405,환대,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0405_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0405_REAL04_U,WORD0405,환대,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0405_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0406_REAL04_D,WORD0406,교가,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0406_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0406_REAL04_F,WORD0406,교가,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0406_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0406_REAL04_L,WORD0406,교가,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0406_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0406_REAL04_R,WORD0406,교가,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0406_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0406_REAL04_U,WORD0406,교가,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0406_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0407_REAL04_D,WORD0407,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0407_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0407_REAL04_F,WORD0407,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0407_REAL04_F.mp4,validation,FILE08
NIA_SL_WORD0407_REAL04_L,WORD0407,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0407_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0407_REAL04_R,WORD0407,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0407_REAL04_R.mp4,train,FILE08
NIA_SL_WORD0407_REAL04_U,WORD0407,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0407_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0408_REAL04_D,WORD0408,지도,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0408_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0408_REAL04_F,WORD0408,지도,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0408_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0408_REAL04_L,WORD0408,지도,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0408_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0408_REAL04_R,WORD0408,지도,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0408_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0408_REAL04_U,WORD0408,지도,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0408_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0409_REAL04_D,WORD0409,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0409_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0409_REAL04_F,WORD0409,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0409_REAL04_F.mp4,train,FILE08
NIA_SL_WORD0409_REAL04_L,WORD0409,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0409_REAL04_L.mp4,train,FILE08
NIA_SL_WORD0409_REAL04_R,WORD0409,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0409_REAL04_R.mp4,validation,FILE08
NIA_SL_WORD0409_REAL04_U,WORD0409,교기,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0409_REAL04_U.mp4,train,FILE08
NIA_SL_WORD0410_REAL04_D,WORD0410,교모,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0410_REAL04_D.mp4,train,FILE08
NIA_SL_WORD0410_REAL04_F,WORD0410,교모,C:\Users\Admin\Desktop\KSL_project\수어 영상\1.Training\[원천]08_real_word_video\04-1\NIA_SL_WORD0410_REAL04_F.mp4,train,FILE08
