sample_id,label,angle,morpheme_path,start,end,duration,split
NIA_SL_WORD0973_REAL13_U,못견디다,U,generated_from_REAL13_keypoint,1.447,2.946,3.8,validation
NIA_SL_WORD0979_REAL13_D,겹치다,D,generated_from_REAL13_keypoint,1.607,2.961,3.734,train
NIA_SL_WORD0979_REAL13_F,겹치다,F,generated_from_REAL13_keypoint,1.607,2.961,3.734,train
NIA_SL_WORD0979_REAL13_L,겹치다,L,generated_from_REAL13_keypoint,1.607,2.961,3.734,train
NIA_SL_WORD0979_REAL13_R,겹치다,R,generated_from_REAL13_keypoint,1.607,2.961,3.734,train
NIA_SL_WORD0979_REAL13_U,겹치다,U,generated_from_REAL13_keypoint,1.607,2.961,3.734,validation
NIA_SL_WORD0983_REAL13_D,싫증나다,D,generated_from_REAL13_keypoint,1.391,2.431,3.1,train
NIA_SL_WORD0983_REAL13_F,싫증나다,F,generated_from_REAL13_keypoint,1.391,2.431,3.1,train
NIA_SL_WORD0983_REAL13_L,싫증나다,L,generated_from_REAL13_keypoint,1.391,2.431,3.1,train
NIA_SL_WORD0983_REAL13_R,싫증나다,R,generated_from_REAL13_keypoint,1.391,2.431,3.1,train
NIA_SL_WORD0983_REAL13_U,싫증나다,U,generated_from_REAL13_keypoint,1.391,2.431,3.1,validation
NIA_SL_WORD0993_REAL13_D,공교롭다,D,generated_from_REAL13_keypoint,1.687,3.016,4.0,train
NIA_SL_WORD0993_REAL13_F,공교롭다,F,generated_from_REAL13_keypoint,1.687,3.016,4.0,train
NIA_SL_WORD0993_REAL13_L,공교롭다,L,generated_from_REAL13_keypoint,1.687,3.016,4.0,train
NIA_SL_WORD0993_REAL13_R,공교롭다,R,generated_from_REAL13_keypoint,1.687,3.016,4.0,train
NIA_SL_WORD0993_REAL13_U,공교롭다,U,generated_from_REAL13_keypoint,1.687,3.016,4.0,validation
NIA_SL_WORD0998_REAL13_D,얻어먹다,D,generated_from_REAL13_keypoint,1.441,2.642,3.367,train
NIA_SL_WORD0998_REAL13_F,얻어먹다,F,generated_from_REAL13_keypoint,1.441,2.642,3.367,train
NIA_SL_WORD0998_REAL13_L,얻어먹다,L,generated_from_REAL13_keypoint,1.441,2.642,3.367,train
NIA_SL_WORD0998_REAL13_R,얻어먹다,R,generated_from_REAL13_keypoint,1.441,2.642,3.367,train
NIA_SL_WORD0998_REAL13_U,얻어먹다,U,generated_from_REAL13_keypoint,1.441,2.642,3.367,validation
NIA_SL_WORD1000_REAL13_D,속다,D,generated_from_REAL13_keypoint,1.542,2.888,3.5,train
NIA_SL_WORD1000_REAL13_F,속다,F,generated_from_REAL13_keypoint,1.542,2.888,3.5,train
NIA_SL_WORD1000_REAL13_L,속다,L,generated_from_REAL13_keypoint,1.542,2.888,3.5,train
NIA_SL_WORD1000_REAL13_R,속다,R,generated_from_REAL13_keypoint,1.542,2.888,3.5,train
NIA_SL_WORD1000_REAL13_U,속다,U,generated_from_REAL13_keypoint,1.542,2.888,3.5,validation
NIA_SL_WORD1095_REAL13_D,어쩔 수 없다,D,generated_from_REAL13_keypoint,1.854,2.705,3.9,train
NIA_SL_WORD1095_REAL13_F,어쩔 수 없다,F,generated_from_REAL13_keypoint,1.854,2.705,3.9,train
NIA_SL_WORD1095_REAL13_L,어쩔 수 없다,L,generated_from_REAL13_keypoint,1.854,2.705,3.9,train
NIA_SL_WORD1095_REAL13_R,어쩔 수 없다,R,generated_from_REAL13_keypoint,1.854,2.705,3.9,train
NIA_SL_WORD1095_REAL13_U,어쩔 수 없다,U,generated_from_REAL13_keypoint,1.854,2.705,3.9,validation
NIA_SL_WORD1096_REAL13_D,모르다,D,generated_from_REAL13_keypoint,1.428,1.821,2.8,train
NIA_SL_WORD1096_REAL13_F,모르다,F,generated_from_REAL13_keypoint,1.428,1.821,2.8,train
NIA_SL_WORD1096_REAL13_L,모르다,L,generated_from_REAL13_keypoint,1.428,1.821,2.8,train
NIA_SL_WORD1096_REAL13_R,모르다,R,generated_from_REAL13_keypoint,1.428,1.821,2.8,train
NIA_SL_WORD1096_REAL13_U,모르다,U,generated_from_REAL13_keypoint,1.428,1.821,2.8,validation
NIA_SL_WORD1101_REAL13_D,가렵다,D,generated_from_REAL13_keypoint,1.669,3.01,4.5,train
NIA_SL_WORD1101_REAL13_F,가렵다,F,generated_from_REAL13_keypoint,1.669,3.01,4.5,train
NIA_SL_WORD1101_REAL13_L,가렵다,L,generated_from_REAL13_keypoint,1.669,3.01,4.5,train
NIA_SL_WORD1101_REAL13_R,가렵다,R,generated_from_REAL13_keypoint,1.669,3.01,4.5,train
NIA_SL_WORD1101_REAL13_U,가렵다,U,generated_from_REAL13_keypoint,1.669,3.01,4.5,validation
NIA_SL_WORD1106_REAL13_D,잊다,D,generated_from_REAL13_keypoint,1.284,2.31,3.934,train
NIA_SL_WORD1106_REAL13_F,잊다,F,generated_from_REAL13_keypoint,1.284,2.31,3.934,train
NIA_SL_WORD1106_REAL13_L,잊다,L,generated_from_REAL13_keypoint,1.284,2.31,3.934,train
NIA_SL_WORD1106_REAL13_R,잊다,R,generated_from_REAL13_keypoint,1.284,2.31,3.934,train
NIA_SL_WORD1106_REAL13_U,잊다,U,generated_from_REAL13_keypoint,1.284,2.31,3.934,validation
NIA_SL_WORD1110_REAL13_D,징그럽다,D,generated_from_REAL13_keypoint,1.153,2.653,4.267,train
NIA_SL_WORD1110_REAL13_F,징그럽다,F,generated_from_REAL13_keypoint,1.153,2.653,4.267,train
NIA_SL_WORD1110_REAL13_L,징그럽다,L,generated_from_REAL13_keypoint,1.153,2.653,4.267,train
NIA_SL_WORD1110_REAL13_R,징그럽다,R,generated_from_REAL13_keypoint,1.153,2.653,4.267,train
NIA_SL_WORD1110_REAL13_U,징그럽다,U,generated_from_REAL13_keypoint,1.153,2.653,4.267,validation
NIA_SL_WORD1111_REAL13_D,급하다,D,generated_from_REAL13_keypoint,1.058,2.383,4.1,train
NIA_SL_WORD1111_REAL13_F,급하다,F,generated_from_REAL13_keypoint,1.058,2.383,4.1,train
NIA_SL_WORD1111_REAL13_L,급하다,L,generated_from_REAL13_keypoint,1.058,2.383,4.1,train
NIA_SL_WORD1111_REAL13_R,급하다,R,generated_from_REAL13_keypoint,1.058,2.383,4.1,train
NIA_SL_WORD1111_REAL13_U,급하다,U,generated_from_REAL13_keypoint,1.058,2.383,4.1,validation
NIA_SL_WORD1112_REAL13_D,던지다,D,generated_from_REAL13_keypoint,1.367,2.465,4.167,train
NIA_SL_WORD1112_REAL13_F,던지다,F,generated_from_REAL13_keypoint,1.367,2.465,4.167,train
NIA_SL_WORD1112_REAL13_L,던지다,L,generated_from_REAL13_keypoint,1.367,2.465,4.167,train
NIA_SL_WORD1112_REAL13_R,던지다,R,generated_from_REAL13_keypoint,1.367,2.465,4.167,train
NIA_SL_WORD1112_REAL13_U,던지다,U,generated_from_REAL13_keypoint,1.367,2.465,4.167,validation
NIA_SL_WORD1116_REAL13_D,어리석다,D,generated_from_REAL13_keypoint,1.362,2.469,4.134,train
NIA_SL_WORD1116_REAL13_F,어리석다,F,generated_from_REAL13_keypoint,1.362,2.469,4.134,train
NIA_SL_WORD1116_REAL13_L,어리석다,L,generated_from_REAL13_keypoint,1.362,2.469,4.134,train
NIA_SL_WORD1116_REAL13_R,어리석다,R,generated_from_REAL13_keypoint,1.362,2.469,4.134,train
NIA_SL_WORD1116_REAL13_U,어리석다,U,generated_from_REAL13_keypoint,1.362,2.469,4.134,validation
NIA_SL_WORD1118_REAL13_D,달래다,D,generated_from_REAL13_keypoint,1.329,2.662,4.467,train
NIA_SL_WORD1118_REAL13_F,달래다,F,generated_from_REAL13_keypoint,1.329,2.662,4.467,train
NIA_SL_WORD1118_REAL13_L,달래다,L,generated_from_REAL13_keypoint,1.329,2.662,4.467,train
NIA_SL_WORD1118_REAL13_R,달래다,R,generated_from_REAL13_keypoint,1.329,2.662,4.467,train
NIA_SL_WORD1118_REAL13_U,달래다,U,generated_from_REAL13_keypoint,1.329,2.662,4.467,validation
NIA_SL_WORD1119_REAL13_D,집중,D,generated_from_REAL13_keypoint,1.391,2.766,4.534,train
NIA_SL_WORD1119_REAL13_F,집중,F,generated_from_REAL13_keypoint,1.391,2.766,4.534,train
NIA_SL_WORD1119_REAL13_L,집중,L,generated_from_REAL13_keypoint,1.391,2.766,4.534,train
NIA_SL_WORD1119_REAL13_R,집중,R,generated_from_REAL13_keypoint,1.391,2.766,4.534,train
NIA_SL_WORD1119_REAL13_U,집중,U,generated_from_REAL13_keypoint,1.391,2.766,4.534,validation
NIA_SL_WORD1122_REAL13_D,기막히다,D,generated_from_REAL13_keypoint,1.559,2.843,4.6,train
NIA_SL_WORD1122_REAL13_F,기막히다,F,generated_from_REAL13_keypoint,1.559,2.843,4.6,train
NIA_SL_WORD1122_REAL13_L,기막히다,L,generated_from_REAL13_keypoint,1.559,2.843,4.6,train
NIA_SL_WORD1122_REAL13_R,기막히다,R,generated_from_REAL13_keypoint,1.559,2.843,4.6,train
NIA_SL_WORD1122_REAL13_U,기막히다,U,generated_from_REAL13_keypoint,1.559,2.843,4.6,validation
NIA_SL_WORD1124_REAL13_D,밉다,D,generated_from_REAL13_keypoint,1.616,2.728,4.7,train
NIA_SL_WORD1124_REAL13_F,밉다,F,generated_from_REAL13_keypoint,1.616,2.728,4.7,train
NIA_SL_WORD1124_REAL13_L,밉다,L,generated_from_REAL13_keypoint,1.616,2.728,4.7,train
NIA_SL_WORD1124_REAL13_R,밉다,R,generated_from_REAL13_keypoint,1.616,2.728,4.7,train
NIA_SL_WORD1124_REAL13_U,밉다,U,generated_from_REAL13_keypoint,1.616,2.728,4.7,validation
NIA_SL_WORD1126_REAL13_D,배려,D,generated_from_REAL13_keypoint,1.711,2.796,4.634,train
NIA_SL_WORD1126_REAL13_F,배려,F,generated_from_REAL13_keypoint,1.711,2.796,4.634,train
NIA_SL_WORD1126_REAL13_L,배려,L,generated_from_REAL13_keypoint,1.711,2.796,4.634,train
NIA_SL_WORD1126_REAL13_R,배려,R,generated_from_REAL13_keypoint,1.711,2.796,4.634,train
NIA_SL_WORD1126_REAL13_U,배려,U,generated_from_REAL13_keypoint,1.711,2.796,4.634,validation
NIA_SL_WORD1129_REAL13_D,검사,D,generated_from_REAL13_keypoint,1.626,2.926,4.667,train
NIA_SL_WORD1129_REAL13_F,검사,F,generated_from_REAL13_keypoint,1.626,2.926,4.667,train
NIA_SL_WORD1129_REAL13_L,검사,L,generated_from_REAL13_keypoint,1.626,2.926,4.667,train
NIA_SL_WORD1129_REAL13_R,검사,R,generated_from_REAL13_keypoint,1.626,2.926,4.667,train
NIA_SL_WORD1129_REAL13_U,검사,U,generated_from_REAL13_keypoint,1.626,2.926,4.667,validation
NIA_SL_WORD1130_REAL13_D,원하다,D,generated_from_REAL13_keypoint,1.622,2.826,4.534,train
NIA_SL_WORD1130_REAL13_F,원하다,F,generated_from_REAL13_keypoint,1.622,2.826,4.534,train
NIA_SL_WORD1130_REAL13_L,원하다,L,generated_from_REAL13_keypoint,1.622,2.826,4.534,train
NIA_SL_WORD1130_REAL13_R,원하다,R,generated_from_REAL13_keypoint,1.622,2.826,4.534,train
NIA_SL_WORD1130_REAL13_U,원하다,U,generated_from_REAL13_keypoint,1.622,2.826,4.534,validation
NIA_SL_WORD1131_REAL13_D,미치다,D,generated_from_REAL13_keypoint,1.834,3.231,6.067,train
NIA_SL_WORD1131_REAL13_F,미치다,F,generated_from_REAL13_keypoint,1.834,3.231,6.067,train
NIA_SL_WORD1131_REAL13_L,미치다,L,generated_from_REAL13_keypoint,1.834,3.231,6.067,train
NIA_SL_WORD1131_REAL13_R,미치다,R,generated_from_REAL13_keypoint,1.834,3.231,6.067,train
NIA_SL_WORD1131_REAL13_U,미치다,U,generated_from_REAL13_keypoint,1.834,3.231,6.067,validation
NIA_SL_WORD1133_REAL13_D,잘하다,D,generated_from_REAL13_keypoint,1.63,2.807,4.3,train
NIA_SL_WORD1133_REAL13_F,잘하다,F,generated_from_REAL13_keypoint,1.63,2.807,4.3,train
NIA_SL_WORD1133_REAL13_L,잘하다,L,generated_from_REAL13_keypoint,1.63,2.807,4.3,train
NIA_SL_WORD1133_REAL13_R,잘하다,R,generated_from_REAL13_keypoint,1.63,2.807,4.3,train
NIA_SL_WORD1133_REAL13_U,잘하다,U,generated_from_REAL13_keypoint,1.63,2.807,4.3,validation
NIA_SL_WORD1134_REAL13_D,무섭다,D,generated_from_REAL13_keypoint,1.675,2.862,4.367,train
NIA_SL_WORD1134_REAL13_F,무섭다,F,generated_from_REAL13_keypoint,1.675,2.862,4.367,train
NIA_SL_WORD1134_REAL13_L,무섭다,L,generated_from_REAL13_keypoint,1.675,2.862,4.367,train
NIA_SL_WORD1134_REAL13_R,무섭다,R,generated_from_REAL13_keypoint,1.675,2.862,4.367,train
NIA_SL_WORD1134_REAL13_U,무섭다,U,generated_from_REAL13_keypoint,1.675,2.862,4.367,validation
NIA_SL_WORD1135_REAL13_D,빠르다,D,generated_from_REAL13_keypoint,1.051,2.335,3.834,train
NIA_SL_WORD1135_REAL13_F,빠르다,F,generated_from_REAL13_keypoint,1.051,2.335,3.834,train
NIA_SL_WORD1135_REAL13_L,빠르다,L,generated_from_REAL13_keypoint,1.051,2.335,3.834,train
NIA_SL_WORD1135_REAL13_R,빠르다,R,generated_from_REAL13_keypoint,1.051,2.335,3.834,train
NIA_SL_WORD1135_REAL13_U,빠르다,U,generated_from_REAL13_keypoint,1.051,2.335,3.834,validation
NIA_SL_WORD1138_REAL13_D,눕다,D,generated_from_REAL13_keypoint,1.774,2.795,4.434,train
NIA_SL_WORD1138_REAL13_F,눕다,F,generated_from_REAL13_keypoint,1.774,2.795,4.434,train
NIA_SL_WORD1138_REAL13_L,눕다,L,generated_from_REAL13_keypoint,1.774,2.795,4.434,train
NIA_SL_WORD1138_REAL13_R,눕다,R,generated_from_REAL13_keypoint,1.774,2.795,4.434,train
NIA_SL_WORD1138_REAL13_U,눕다,U,generated_from_REAL13_keypoint,1.774,2.795,4.434,validation
NIA_SL_WORD1139_REAL13_D,믿다,D,generated_from_REAL13_keypoint,1.804,2.777,4.334,train
NIA_SL_WORD1139_REAL13_F,믿다,F,generated_from_REAL13_keypoint,1.804,2.777,4.334,train
NIA_SL_WORD1139_REAL13_L,믿다,L,generated_from_REAL13_keypoint,1.804,2.777,4.334,train
NIA_SL_WORD1139_REAL13_R,믿다,R,generated_from_REAL13_keypoint,1.804,2.777,4.334,train
NIA_SL_WORD1139_REAL13_U,믿다,U,generated_from_REAL13_keypoint,1.804,2.777,4.334,validation
NIA_SL_WORD1140_REAL13_D,즐겁다,D,generated_from_REAL13_keypoint,1.638,3.003,4.534,train
NIA_SL_WORD1140_REAL13_F,즐겁다,F,generated_from_REAL13_keypoint,1.638,3.003,4.534,train
NIA_SL_WORD1140_REAL13_L,즐겁다,L,generated_from_REAL13_keypoint,1.638,3.003,4.534,train
NIA_SL_WORD1140_REAL13_R,즐겁다,R,generated_from_REAL13_keypoint,1.638,3.003,4.534,train
NIA_SL_WORD1140_REAL13_U,즐겁다,U,generated_from_REAL13_keypoint,1.638,3.003,4.534,validation
NIA_SL_WORD1141_REAL13_D,살인,D,generated_from_REAL13_keypoint,1.625,2.85,4.134,train
NIA_SL_WORD1141_REAL13_F,살인,F,generated_from_REAL13_keypoint,1.625,2.85,4.134,train
NIA_SL_WORD1141_REAL13_L,살인,L,generated_from_REAL13_keypoint,1.625,2.85,4.134,train
NIA_SL_WORD1141_REAL13_R,살인,R,generated_from_REAL13_keypoint,1.625,2.85,4.134,train
NIA_SL_WORD1141_REAL13_U,살인,U,generated_from_REAL13_keypoint,1.625,2.85,4.134,validation
NIA_SL_WORD1143_REAL13_D,듣다,D,generated_from_REAL13_keypoint,1.613,2.575,4.134,train
NIA_SL_WORD1143_REAL13_F,듣다,F,generated_from_REAL13_keypoint,1.613,2.575,4.134,train
NIA_SL_WORD1143_REAL13_L,듣다,L,generated_from_REAL13_keypoint,1.613,2.575,4.134,train
NIA_SL_WORD1143_REAL13_R,듣다,R,generated_from_REAL13_keypoint,1.613,2.575,4.134,train
NIA_SL_WORD1143_REAL13_U,듣다,U,generated_from_REAL13_keypoint,1.613,2.575,4.134,validation
NIA_SL_WORD1145_REAL13_D,예쁘다,D,generated_from_REAL13_keypoint,1.525,2.815,4.367,train
NIA_SL_WORD1145_REAL13_F,예쁘다,F,generated_from_REAL13_keypoint,1.525,2.815,4.367,train
NIA_SL_WORD1145_REAL13_L,예쁘다,L,generated_from_REAL13_keypoint,1.525,2.815,4.367,train
NIA_SL_WORD1145_REAL13_R,예쁘다,R,generated_from_REAL13_keypoint,1.525,2.815,4.367,train
NIA_SL_WORD1145_REAL13_U,예쁘다,U,generated_from_REAL13_keypoint,1.525,2.815,4.367,validation
NIA_SL_WORD1148_REAL13_D,서다,D,generated_from_REAL13_keypoint,1.656,2.903,4.3,train
NIA_SL_WORD1148_REAL13_F,서다,F,generated_from_REAL13_keypoint,1.656,2.903,4.3,train
NIA_SL_WORD1148_REAL13_L,서다,L,generated_from_REAL13_keypoint,1.656,2.903,4.3,train
NIA_SL_WORD1148_REAL13_R,서다,R,generated_from_REAL13_keypoint,1.656,2.903,4.3,train
NIA_SL_WORD1148_REAL13_U,서다,U,generated_from_REAL13_keypoint,1.656,2.903,4.3,validation
NIA_SL_WORD1149_REAL13_D,오다,D,generated_from_REAL13_keypoint,1.821,3.068,5.034,train
NIA_SL_WORD1149_REAL13_F,오다,F,generated_from_REAL13_keypoint,1.821,3.068,5.034,train
NIA_SL_WORD1149_REAL13_L,오다,L,generated_from_REAL13_keypoint,1.821,3.068,5.034,train
NIA_SL_WORD1149_REAL13_R,오다,R,generated_from_REAL13_keypoint,1.821,3.068,5.034,train
NIA_SL_WORD1149_REAL13_U,오다,U,generated_from_REAL13_keypoint,1.821,3.068,5.034,validation
NIA_SL_WORD1151_REAL13_D,섭섭하다,D,generated_from_REAL13_keypoint,1.729,2.927,4.7,train
NIA_SL_WORD1151_REAL13_F,섭섭하다,F,generated_from_REAL13_keypoint,1.729,2.927,4.7,train
NIA_SL_WORD1151_REAL13_L,섭섭하다,L,generated_from_REAL13_keypoint,1.729,2.927,4.7,train
NIA_SL_WORD1151_REAL13_R,섭섭하다,R,generated_from_REAL13_keypoint,1.729,2.927,4.7,train
NIA_SL_WORD1151_REAL13_U,섭섭하다,U,generated_from_REAL13_keypoint,1.729,2.927,4.7,validation
NIA_SL_WORD1152_REAL13_D,아프다,D,generated_from_REAL13_keypoint,1.176,2.256,3.9,train
NIA_SL_WORD1152_REAL13_F,아프다,F,generated_from_REAL13_keypoint,1.176,2.256,3.9,train
NIA_SL_WORD1152_REAL13_L,아프다,L,generated_from_REAL13_keypoint,1.176,2.256,3.9,train
NIA_SL_WORD1152_REAL13_R,아프다,R,generated_from_REAL13_keypoint,1.176,2.256,3.9,train
NIA_SL_WORD1152_REAL13_U,아프다,U,generated_from_REAL13_keypoint,1.176,2.256,3.9,validation
NIA_SL_WORD1154_REAL13_D,깨끗하다,D,generated_from_REAL13_keypoint,1.604,2.544,4.167,train
NIA_SL_WORD1154_REAL13_F,깨끗하다,F,generated_from_REAL13_keypoint,1.604,2.544,4.167,train
NIA_SL_WORD1154_REAL13_L,깨끗하다,L,generated_from_REAL13_keypoint,1.604,2.544,4.167,train
NIA_SL_WORD1154_REAL13_R,깨끗하다,R,generated_from_REAL13_keypoint,1.604,2.544,4.167,train
NIA_SL_WORD1154_REAL13_U,깨끗하다,U,generated_from_REAL13_keypoint,1.604,2.544,4.167,validation
NIA_SL_WORD1155_REAL13_D,못생기다,D,generated_from_REAL13_keypoint,1.533,2.506,4.134,train
NIA_SL_WORD1155_REAL13_F,못생기다,F,generated_from_REAL13_keypoint,1.533,2.506,4.134,train
NIA_SL_WORD1155_REAL13_L,못생기다,L,generated_from_REAL13_keypoint,1.533,2.506,4.134,train
NIA_SL_WORD1155_REAL13_R,못생기다,R,generated_from_REAL13_keypoint,1.533,2.506,4.134,train
NIA_SL_WORD1155_REAL13_U,못생기다,U,generated_from_REAL13_keypoint,1.533,2.506,4.134,validation
NIA_SL_WORD1156_REAL13_D,나쁘다,D,generated_from_REAL13_keypoint,1.699,2.559,4.134,train
NIA_SL_WORD1156_REAL13_F,나쁘다,F,generated_from_REAL13_keypoint,1.699,2.559,4.134,train
NIA_SL_WORD1156_REAL13_L,나쁘다,L,generated_from_REAL13_keypoint,1.699,2.559,4.134,train
NIA_SL_WORD1156_REAL13_R,나쁘다,R,generated_from_REAL13_keypoint,1.699,2.559,4.134,train
NIA_SL_WORD1156_REAL13_U,나쁘다,U,generated_from_REAL13_keypoint,1.699,2.559,4.134,validation
NIA_SL_WORD1158_REAL13_D,피곤하다,D,generated_from_REAL13_keypoint,1.655,3.02,4.567,train
NIA_SL_WORD1158_REAL13_F,피곤하다,F,generated_from_REAL13_keypoint,1.655,3.02,4.567,train
NIA_SL_WORD1158_REAL13_L,피곤하다,L,generated_from_REAL13_keypoint,1.655,3.02,4.567,train
NIA_SL_WORD1158_REAL13_R,피곤하다,R,generated_from_REAL13_keypoint,1.655,3.02,4.567,train
NIA_SL_WORD1158_REAL13_U,피곤하다,U,generated_from_REAL13_keypoint,1.655,3.02,4.567,validation
NIA_SL_WORD1160_REAL13_D,때리다,D,generated_from_REAL13_keypoint,1.658,2.62,4.5,train
NIA_SL_WORD1160_REAL13_F,때리다,F,generated_from_REAL13_keypoint,1.658,2.62,4.5,train
NIA_SL_WORD1160_REAL13_L,때리다,L,generated_from_REAL13_keypoint,1.658,2.62,4.5,train
NIA_SL_WORD1160_REAL13_R,때리다,R,generated_from_REAL13_keypoint,1.658,2.62,4.5,train
NIA_SL_WORD1160_REAL13_U,때리다,U,generated_from_REAL13_keypoint,1.658,2.62,4.5,validation
NIA_SL_WORD1162_REAL13_D,등산,D,generated_from_REAL13_keypoint,1.722,2.679,4.167,train
NIA_SL_WORD1162_REAL13_F,등산,F,generated_from_REAL13_keypoint,1.722,2.679,4.167,train
NIA_SL_WORD1162_REAL13_L,등산,L,generated_from_REAL13_keypoint,1.722,2.679,4.167,train
NIA_SL_WORD1162_REAL13_R,등산,R,generated_from_REAL13_keypoint,1.722,2.679,4.167,train
NIA_SL_WORD1162_REAL13_U,등산,U,generated_from_REAL13_keypoint,1.722,2.679,4.167,validation
NIA_SL_WORD1163_REAL13_D,젊다,D,generated_from_REAL13_keypoint,1.744,2.792,4.334,train
NIA_SL_WORD1163_REAL13_F,젊다,F,generated_from_REAL13_keypoint,1.744,2.792,4.334,train
NIA_SL_WORD1163_REAL13_L,젊다,L,generated_from_REAL13_keypoint,1.744,2.792,4.334,train
NIA_SL_WORD1163_REAL13_R,젊다,R,generated_from_REAL13_keypoint,1.744,2.792,4.334,train
NIA_SL_WORD1163_REAL13_U,젊다,U,generated_from_REAL13_keypoint,1.744,2.792,4.334,validation
NIA_SL_WORD1166_REAL13_D,종아리맞다,D,generated_from_REAL13_keypoint,1.668,2.759,4.467,train
NIA_SL_WORD1166_REAL13_F,종아리맞다,F,generated_from_REAL13_keypoint,1.668,2.759,4.467,train
NIA_SL_WORD1166_REAL13_L,종아리맞다,L,generated_from_REAL13_keypoint,1.668,2.759,4.467,train
NIA_SL_WORD1166_REAL13_R,종아리맞다,R,generated_from_REAL13_keypoint,1.668,2.759,4.467,train
NIA_SL_WORD1166_REAL13_U,종아리맞다,U,generated_from_REAL13_keypoint,1.668,2.759,4.467,validation
NIA_SL_WORD1168_REAL13_D,바르다,D,generated_from_REAL13_keypoint,1.603,2.962,4.467,train
NIA_SL_WORD1168_REAL13_F,바르다,F,generated_from_REAL13_keypoint,1.603,2.962,4.467,train
NIA_SL_WORD1168_REAL13_L,바르다,L,generated_from_REAL13_keypoint,1.603,2.962,4.467,train
NIA_SL_WORD1168_REAL13_R,바르다,R,generated_from_REAL13_keypoint,1.603,2.962,4.467,train
NIA_SL_WORD1168_REAL13_U,바르다,U,generated_from_REAL13_keypoint,1.603,2.962,4.467,validation
NIA_SL_WORD1169_REAL13_D,행복,D,generated_from_REAL13_keypoint,1.587,2.705,4.8,train
NIA_SL_WORD1169_REAL13_F,행복,F,generated_from_REAL13_keypoint,1.587,2.705,4.8,train
NIA_SL_WORD1169_REAL13_L,행복,L,generated_from_REAL13_keypoint,1.587,2.705,4.8,train
NIA_SL_WORD1169_REAL13_R,행복,R,generated_from_REAL13_keypoint,1.587,2.705,4.8,train
NIA_SL_WORD1169_REAL13_U,행복,U,generated_from_REAL13_keypoint,1.587,2.705,4.8,validation
NIA_SL_WORD1170_REAL13_D,깨물다,D,generated_from_REAL13_keypoint,1.265,2.464,4.167,train
NIA_SL_WORD1170_REAL13_F,깨물다,F,generated_from_REAL13_keypoint,1.265,2.464,4.167,train
NIA_SL_WORD1170_REAL13_L,깨물다,L,generated_from_REAL13_keypoint,1.265,2.464,4.167,train
NIA_SL_WORD1170_REAL13_R,깨물다,R,generated_from_REAL13_keypoint,1.265,2.464,4.167,train
NIA_SL_WORD1170_REAL13_U,깨물다,U,generated_from_REAL13_keypoint,1.265,2.464,4.167,validation
NIA_SL_WORD1171_REAL13_D,떨다,D,generated_from_REAL13_keypoint,1.732,2.989,4.8,train
NIA_SL_WORD1171_REAL13_F,떨다,F,generated_from_REAL13_keypoint,1.732,2.989,4.8,train
NIA_SL_WORD1171_REAL13_L,떨다,L,generated_from_REAL13_keypoint,1.732,2.989,4.8,train
NIA_SL_WORD1171_REAL13_R,떨다,R,generated_from_REAL13_keypoint,1.732,2.989,4.8,train
NIA_SL_WORD1171_REAL13_U,떨다,U,generated_from_REAL13_keypoint,1.732,2.989,4.8,validation
NIA_SL_WORD1174_REAL13_D,맞다,D,generated_from_REAL13_keypoint,1.547,2.788,4.867,train
NIA_SL_WORD1174_REAL13_F,맞다,F,generated_from_REAL13_keypoint,1.547,2.788,4.867,train
NIA_SL_WORD1174_REAL13_L,맞다,L,generated_from_REAL13_keypoint,1.547,2.788,4.867,train
NIA_SL_WORD1174_REAL13_R,맞다,R,generated_from_REAL13_keypoint,1.547,2.788,4.867,train
NIA_SL_WORD1174_REAL13_U,맞다,U,generated_from_REAL13_keypoint,1.547,2.788,4.867,validation
NIA_SL_WORD1176_REAL13_D,안다,D,generated_from_REAL13_keypoint,1.75,3.04,4.667,train
NIA_SL_WORD1176_REAL13_F,안다,F,generated_from_REAL13_keypoint,1.75,3.04,4.667,train
NIA_SL_WORD1176_REAL13_L,안다,L,generated_from_REAL13_keypoint,1.75,3.04,4.667,train
NIA_SL_WORD1176_REAL13_R,안다,R,generated_from_REAL13_keypoint,1.75,3.04,4.667,train
NIA_SL_WORD1176_REAL13_U,안다,U,generated_from_REAL13_keypoint,1.75,3.04,4.667,validation
NIA_SL_WORD1184_REAL13_D,뚱뚱하다,D,generated_from_REAL13_keypoint,1.629,3.021,4.367,train
NIA_SL_WORD1184_REAL13_F,뚱뚱하다,F,generated_from_REAL13_keypoint,1.629,3.021,4.367,train
NIA_SL_WORD1184_REAL13_L,뚱뚱하다,L,generated_from_REAL13_keypoint,1.629,3.021,4.367,train
NIA_SL_WORD1184_REAL13_R,뚱뚱하다,R,generated_from_REAL13_keypoint,1.629,3.021,4.367,train
NIA_SL_WORD1184_REAL13_U,뚱뚱하다,U,generated_from_REAL13_keypoint,1.629,3.021,4.367,validation
NIA_SL_WORD1185_REAL13_D,알다,D,generated_from_REAL13_keypoint,1.641,2.811,4.4,train
NIA_SL_WORD1185_REAL13_F,알다,F,generated_from_REAL13_keypoint,1.641,2.811,4.4,train
NIA_SL_WORD1185_REAL13_L,알다,L,generated_from_REAL13_keypoint,1.641,2.811,4.4,train
