scenario,segment_index,segment_name,expected,spatial_variant,segment_variant,start_sec,end_sec,duration_sec,hand_frames,pred_label,pred_conf,target_conf,target_rank,top5,top1_hit
merge1,2,붕대,붕대,zoom1.10_hflip,extend_tail_0.2,4.4,9.1,4.7,57,수성구지부,0.422515869140625,0.00021373265190050006,76,"[{""label"": ""수성구지부"", ""confidence"": 0.422515869140625}, {""label"": ""남부터미널"", ""confidence"": 0.4139123558998108}, {""label"": ""기피하다"", ""confidence"": 0.03397250175476074}, {""label"": ""보건소"", ""confidence"": 0.018433574587106705}, {""label"": ""목포시청"", ""confidence"": 0.009732577949762344}]",False
merge1,2,붕대,붕대,zoom1.10_hflip,extend_both_0.2,4.2,9.1,4.9,59,남부터미널,0.4496852159500122,8.140556747093797e-05,98,"[{""label"": ""남부터미널"", ""confidence"": 0.4496852159500122}, {""label"": ""수성구지부"", ""confidence"": 0.4193382263183594}, {""label"": ""기피하다"", ""confidence"": 0.06336835771799088}, {""label"": ""분주하다"", ""confidence"": 0.010983742773532867}, {""label"": ""보건소"", ""confidence"": 0.006965677719563246}]",False
merge1,2,붕대,붕대,zoom1.10_hflip,shift_left_0.2,4.2,8.7,4.5,54,수성구지부,0.585801899433136,7.979016663739458e-05,112,"[{""label"": ""수성구지부"", ""confidence"": 0.585801899433136}, {""label"": ""남부터미널"", ""confidence"": 0.2679235339164734}, {""label"": ""기피하다"", ""confidence"": 0.05529231205582619}, {""label"": ""분주하다"", ""confidence"": 0.014482799917459488}, {""label"": ""보건소"", ""confidence"": 0.009211238473653793}]",False
merge1,2,붕대,붕대,zoom1.10_hflip,shift_right_0.2,4.6,9.1,4.5,54,수성구지부,0.6325100064277649,7.865094084991142e-05,128,"[{""label"": ""수성구지부"", ""confidence"": 0.6325100064277649}, {""label"": ""남부터미널"", ""confidence"": 0.21589712798595428}, {""label"": ""기피하다"", ""confidence"": 0.06919597834348679}, {""label"": ""보건소"", ""confidence"": 0.00711260549724102}, {""label"": ""조상"", ""confidence"": 0.0068949321284890175}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,base,8.9,10.967,2.067,25,불신,0.2537565529346466,7.537639135080099e-07,1373,"[{""label"": ""불신"", ""confidence"": 0.2537565529346466}, {""label"": ""팔십억"", ""confidence"": 0.24339008331298828}, {""label"": ""팔십오억"", ""confidence"": 0.15408208966255188}, {""label"": ""광업"", ""confidence"": 0.14941442012786865}, {""label"": ""다리"", ""confidence"": 0.03744758665561676}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_head_0.2,9.1,10.967,1.867,22,불신,0.7686275839805603,2.28679908786944e-07,1688,"[{""label"": ""불신"", ""confidence"": 0.7686275839805603}, {""label"": ""팔십오억"", ""confidence"": 0.03625049442052841}, {""label"": ""광업"", ""confidence"": 0.03588904067873955}, {""label"": ""강원도"", ""confidence"": 0.03466377779841423}, {""label"": ""쓰다"", ""confidence"": 0.026138557121157646}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_tail_0.2,8.9,10.8,1.9,23,불신,0.39805251359939575,4.1418269347559544e-07,1527,"[{""label"": ""불신"", ""confidence"": 0.39805251359939575}, {""label"": ""광업"", ""confidence"": 0.16626816987991333}, {""label"": ""팔십오억"", ""confidence"": 0.13897207379341125}, {""label"": ""팔십억"", ""confidence"": 0.11874266713857651}, {""label"": ""쓰다"", ""confidence"": 0.032852742820978165}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_both_0.2,9.1,10.8,1.7,20,불신,0.8223991394042969,1.3761413697466196e-07,1752,"[{""label"": ""불신"", ""confidence"": 0.8223991394042969}, {""label"": ""광업"", ""confidence"": 0.03439166024327278}, {""label"": ""쓰다"", ""confidence"": 0.0332205630838871}, {""label"": ""팔십오억"", ""confidence"": 0.022817334160208702}, {""label"": ""강원도"", ""confidence"": 0.016418229788541794}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_head_0.4,9.3,10.967,1.667,20,불신,0.7888515591621399,2.652220416621276e-07,1713,"[{""label"": ""불신"", ""confidence"": 0.7888515591621399}, {""label"": ""강원도"", ""confidence"": 0.04132336005568504}, {""label"": ""광업"", ""confidence"": 0.03811318427324295}, {""label"": ""팔십오억"", ""confidence"": 0.025417637079954147}, {""label"": ""쓰다"", ""confidence"": 0.016789782792329788}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_tail_0.4,8.9,10.6,1.7,21,불신,0.336342990398407,2.638971352553199e-07,1675,"[{""label"": ""불신"", ""confidence"": 0.336342990398407}, {""label"": ""팔십오억"", ""confidence"": 0.23054057359695435}, {""label"": ""팔십억"", ""confidence"": 0.19330398738384247}, {""label"": ""광업"", ""confidence"": 0.07277285307645798}, {""label"": ""구십오억"", ""confidence"": 0.030502639710903168}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,trim_both_0.4,9.3,10.6,1.3,16,불신,0.7938181161880493,1.9803174211574515e-07,1828,"[{""label"": ""불신"", ""confidence"": 0.7938181161880493}, {""label"": ""팔십오억"", ""confidence"": 0.033452846109867096}, {""label"": ""쓰다"", ""confidence"": 0.030045105144381523}, {""label"": ""광업"", ""confidence"": 0.0228045042604208}, {""label"": ""강원도"", ""confidence"": 0.020845800638198853}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,extend_head_0.2,8.7,10.967,2.267,27,팔십억,0.32442137598991394,7.305936264856427e-07,1496,"[{""label"": ""팔십억"", ""confidence"": 0.32442137598991394}, {""label"": ""광업"", ""confidence"": 0.24304524064064026}, {""label"": ""팔십오억"", ""confidence"": 0.118185855448246}, {""label"": ""불신"", ""confidence"": 0.09388405829668045}, {""label"": ""다리"", ""confidence"": 0.06282481551170349}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,extend_tail_0.2,8.9,10.967,2.067,25,불신,0.2537565529346466,7.537639135080099e-07,1373,"[{""label"": ""불신"", ""confidence"": 0.2537565529346466}, {""label"": ""팔십억"", ""confidence"": 0.24339008331298828}, {""label"": ""팔십오억"", ""confidence"": 0.15408208966255188}, {""label"": ""광업"", ""confidence"": 0.14941442012786865}, {""label"": ""다리"", ""confidence"": 0.03744758665561676}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,extend_both_0.2,8.7,10.967,2.267,27,팔십억,0.32442137598991394,7.305936264856427e-07,1496,"[{""label"": ""팔십억"", ""confidence"": 0.32442137598991394}, {""label"": ""광업"", ""confidence"": 0.24304524064064026}, {""label"": ""팔십오억"", ""confidence"": 0.118185855448246}, {""label"": ""불신"", ""confidence"": 0.09388405829668045}, {""label"": ""다리"", ""confidence"": 0.06282481551170349}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,shift_left_0.2,8.7,10.8,2.1,25,광업,0.27812206745147705,3.947730817799311e-07,1656,"[{""label"": ""광업"", ""confidence"": 0.27812206745147705}, {""label"": ""팔십억"", ""confidence"": 0.2182905226945877}, {""label"": ""불신"", ""confidence"": 0.18546654284000397}, {""label"": ""팔십오억"", ""confidence"": 0.11626628041267395}, {""label"": ""다리"", ""confidence"": 0.047766756266355515}]",False
merge1,3,원하다,원하다,zoom1.10_hflip,shift_right_0.2,9.1,10.967,1.867,22,불신,0.7686275839805603,2.28679908786944e-07,1688,"[{""label"": ""불신"", ""confidence"": 0.7686275839805603}, {""label"": ""팔십오억"", ""confidence"": 0.03625049442052841}, {""label"": ""광업"", ""confidence"": 0.03588904067873955}, {""label"": ""강원도"", ""confidence"": 0.03466377779841423}, {""label"": ""쓰다"", ""confidence"": 0.026138557121157646}]",False
merge1,1,상처,상처,zoom1.20_hflip,base,0.0,4.4,4.4,49,녹초,0.9957667589187622,4.846103820455028e-06,60,"[{""label"": ""녹초"", ""confidence"": 0.9957667589187622}, {""label"": ""사직"", ""confidence"": 0.0014485148712992668}, {""label"": ""조회"", ""confidence"": 0.00034354094532318413}, {""label"": ""행동"", ""confidence"": 0.0002725855738390237}, {""label"": ""바쁘다"", ""confidence"": 0.00019405751663725823}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_head_0.2,0.2,4.4,4.2,46,녹초,0.9972702860832214,6.668393552899943e-07,173,"[{""label"": ""녹초"", ""confidence"": 0.9972702860832214}, {""label"": ""사직"", ""confidence"": 0.0008713078568689525}, {""label"": ""불신"", ""confidence"": 0.00023359860642813146}, {""label"": ""조회"", ""confidence"": 0.00021910430223215371}, {""label"": ""무소유"", ""confidence"": 0.00016599918308202177}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_tail_0.2,0.0,4.2,4.2,48,녹초,0.9745537638664246,4.4988396439293865e-06,129,"[{""label"": ""녹초"", ""confidence"": 0.9745537638664246}, {""label"": ""사직"", ""confidence"": 0.01628964953124523}, {""label"": ""퇴사"", ""confidence"": 0.001326537923887372}, {""label"": ""바쁘다"", ""confidence"": 0.0008148654596880078}, {""label"": ""기피하다"", ""confidence"": 0.0006240453803911805}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_both_0.2,0.2,4.2,4.0,45,녹초,0.6569122672080994,8.649040682939813e-05,69,"[{""label"": ""녹초"", ""confidence"": 0.6569122672080994}, {""label"": ""사직"", ""confidence"": 0.18751052021980286}, {""label"": ""회생"", ""confidence"": 0.03839883953332901}, {""label"": ""조회"", ""confidence"": 0.026951899752020836}, {""label"": ""바쁘다"", ""confidence"": 0.023605095222592354}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_head_0.4,0.4,4.4,4.0,44,녹초,0.9924547672271729,5.5035739023878705e-06,60,"[{""label"": ""녹초"", ""confidence"": 0.9924547672271729}, {""label"": ""조회"", ""confidence"": 0.00340041215531528}, {""label"": ""사직"", ""confidence"": 0.001332382787950337}, {""label"": ""바쁘다"", ""confidence"": 0.0003936743305530399}, {""label"": ""불신"", ""confidence"": 0.00029059191001579165}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_tail_0.4,0.0,4.0,4.0,46,녹초,0.9865167140960693,5.525152573682135e-06,85,"[{""label"": ""녹초"", ""confidence"": 0.9865167140960693}, {""label"": ""조회"", ""confidence"": 0.0061812568455934525}, {""label"": ""회생"", ""confidence"": 0.0015903390012681484}, {""label"": ""사직"", ""confidence"": 0.001416582614183426}, {""label"": ""불신"", ""confidence"": 0.0007381558534689248}]",False
merge1,1,상처,상처,zoom1.20_hflip,trim_both_0.4,0.4,4.0,3.6,41,녹초,0.6915773749351501,0.0003845781902782619,31,"[{""label"": ""녹초"", ""confidence"": 0.6915773749351501}, {""label"": ""사직"", ""confidence"": 0.1614362895488739}, {""label"": ""회생"", ""confidence"": 0.038736723363399506}, {""label"": ""바쁘다"", ""confidence"": 0.026268435642123222}, {""label"": ""유명무실"", ""confidence"": 0.013719060458242893}]",False
merge1,1,상처,상처,zoom1.20_hflip,extend_head_0.2,0.0,4.4,4.4,49,녹초,0.9957667589187622,4.846103820455028e-06,60,"[{""label"": ""녹초"", ""confidence"": 0.9957667589187622}, {""label"": ""사직"", ""confidence"": 0.0014485148712992668}, {""label"": ""조회"", ""confidence"": 0.00034354094532318413}, {""label"": ""행동"", ""confidence"": 0.0002725855738390237}, {""label"": ""바쁘다"", ""confidence"": 0.00019405751663725823}]",False
merge1,1,상처,상처,zoom1.20_hflip,extend_tail_0.2,0.0,4.6,4.6,52,녹초,0.9950000047683716,1.1958766208408633e-06,169,"[{""label"": ""녹초"", ""confidence"": 0.9950000047683716}, {""label"": ""사직"", ""confidence"": 0.0010216450318694115}, {""label"": ""불신"", ""confidence"": 0.0008546720491722226}, {""label"": ""조회"", ""confidence"": 0.0005537536344490945}, {""label"": ""무소유"", ""confidence"": 0.0005368719575926661}]",False
merge1,1,상처,상처,zoom1.20_hflip,extend_both_0.2,0.0,4.6,4.6,52,녹초,0.9950000047683716,1.1958766208408633e-06,169,"[{""label"": ""녹초"", ""confidence"": 0.9950000047683716}, {""label"": ""사직"", ""confidence"": 0.0010216450318694115}, {""label"": ""불신"", ""confidence"": 0.0008546720491722226}, {""label"": ""조회"", ""confidence"": 0.0005537536344490945}, {""label"": ""무소유"", ""confidence"": 0.0005368719575926661}]",False
merge1,1,상처,상처,zoom1.20_hflip,shift_left_0.2,0.0,4.2,4.2,48,녹초,0.9745537638664246,4.4988396439293865e-06,129,"[{""label"": ""녹초"", ""confidence"": 0.9745537638664246}, {""label"": ""사직"", ""confidence"": 0.01628964953124523}, {""label"": ""퇴사"", ""confidence"": 0.001326537923887372}, {""label"": ""바쁘다"", ""confidence"": 0.0008148654596880078}, {""label"": ""기피하다"", ""confidence"": 0.0006240453803911805}]",False
merge1,1,상처,상처,zoom1.20_hflip,shift_right_0.2,0.2,4.6,4.4,49,녹초,0.9929803013801575,2.8607851163542364e-06,125,"[{""label"": ""녹초"", ""confidence"": 0.9929803013801575}, {""label"": ""사직"", ""confidence"": 0.0024960720911622047}, {""label"": ""불신"", ""confidence"": 0.0009482193272560835}, {""label"": ""유명무실"", ""confidence"": 0.0005303103826008737}, {""label"": ""무소유"", ""confidence"": 0.00022213136253412813}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,base,4.4,8.9,4.5,53,남부터미널,0.4993098974227905,0.00020498719823081046,138,"[{""label"": ""남부터미널"", ""confidence"": 0.4993098974227905}, {""label"": ""기피하다"", ""confidence"": 0.11515834182500839}, {""label"": ""수성구지부"", ""confidence"": 0.10336202383041382}, {""label"": ""보건소"", ""confidence"": 0.05017746984958649}, {""label"": ""조상"", ""confidence"": 0.03890407830476761}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_head_0.2,4.6,8.9,4.3,50,수성구지부,0.4294356405735016,2.7332378522260115e-05,218,"[{""label"": ""수성구지부"", ""confidence"": 0.4294356405735016}, {""label"": ""남부터미널"", ""confidence"": 0.277422159910202}, {""label"": ""기피하다"", ""confidence"": 0.15454597771167755}, {""label"": ""조상"", ""confidence"": 0.055895812809467316}, {""label"": ""수어"", ""confidence"": 0.011835034936666489}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_tail_0.2,4.4,8.7,4.3,52,남부터미널,0.3120659589767456,0.00024743544054217637,110,"[{""label"": ""남부터미널"", ""confidence"": 0.3120659589767456}, {""label"": ""기피하다"", ""confidence"": 0.24632734060287476}, {""label"": ""수성구지부"", ""confidence"": 0.13023988902568817}, {""label"": ""조상"", ""confidence"": 0.07473116368055344}, {""label"": ""올림픽경기"", ""confidence"": 0.049175627529621124}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_both_0.2,4.6,8.7,4.1,49,남부터미널,0.4470195174217224,0.00017123427824117243,99,"[{""label"": ""남부터미널"", ""confidence"": 0.4470195174217224}, {""label"": ""기피하다"", ""confidence"": 0.20836688578128815}, {""label"": ""수성구지부"", ""confidence"": 0.13514180481433868}, {""label"": ""조상"", ""confidence"": 0.059687867760658264}, {""label"": ""보건소"", ""confidence"": 0.025165490806102753}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_head_0.4,4.8,8.9,4.1,48,수성구지부,0.49172866344451904,6.0591381043195724e-05,143,"[{""label"": ""수성구지부"", ""confidence"": 0.49172866344451904}, {""label"": ""남부터미널"", ""confidence"": 0.2411690354347229}, {""label"": ""기피하다"", ""confidence"": 0.11089643836021423}, {""label"": ""조상"", ""confidence"": 0.05184640735387802}, {""label"": ""자유"", ""confidence"": 0.017135851085186005}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_tail_0.4,4.4,8.5,4.1,49,수성구지부,0.36970213055610657,3.9863389247329906e-05,286,"[{""label"": ""수성구지부"", ""confidence"": 0.36970213055610657}, {""label"": ""남부터미널"", ""confidence"": 0.2659534513950348}, {""label"": ""기피하다"", ""confidence"": 0.17315036058425903}, {""label"": ""조상"", ""confidence"": 0.03065030463039875}, {""label"": ""사계절"", ""confidence"": 0.014162982814013958}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,trim_both_0.4,4.8,8.5,3.7,44,수성구지부,0.4200997054576874,8.537597750546411e-05,140,"[{""label"": ""수성구지부"", ""confidence"": 0.4200997054576874}, {""label"": ""기피하다"", ""confidence"": 0.29298391938209534}, {""label"": ""남부터미널"", ""confidence"": 0.0995083600282669}, {""label"": ""조상"", ""confidence"": 0.09590347111225128}, {""label"": ""자유"", ""confidence"": 0.008229224011301994}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,extend_head_0.2,4.2,8.9,4.7,54,남부터미널,0.4389164447784424,0.0001333887194050476,118,"[{""label"": ""남부터미널"", ""confidence"": 0.4389164447784424}, {""label"": ""기피하다"", ""confidence"": 0.2631800174713135}, {""label"": ""수성구지부"", ""confidence"": 0.11414321511983871}, {""label"": ""조상"", ""confidence"": 0.04726502299308777}, {""label"": ""보건소"", ""confidence"": 0.018811417743563652}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,extend_tail_0.2,4.4,9.1,4.7,55,수성구지부,0.3624173700809479,1.777857141860295e-05,322,"[{""label"": ""수성구지부"", ""confidence"": 0.3624173700809479}, {""label"": ""남부터미널"", ""confidence"": 0.3519013226032257}, {""label"": ""기피하다"", ""confidence"": 0.13464146852493286}, {""label"": ""조상"", ""confidence"": 0.05164346471428871}, {""label"": ""수어"", ""confidence"": 0.0125058488920331}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,extend_both_0.2,4.2,9.1,4.9,56,남부터미널,0.44170597195625305,6.796391971874982e-05,236,"[{""label"": ""남부터미널"", ""confidence"": 0.44170597195625305}, {""label"": ""수성구지부"", ""confidence"": 0.1998518854379654}, {""label"": ""기피하다"", ""confidence"": 0.1308642327785492}, {""label"": ""조상"", ""confidence"": 0.046972185373306274}, {""label"": ""사계절"", ""confidence"": 0.015219822525978088}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,shift_left_0.2,4.2,8.7,4.5,53,남부터미널,0.3812302052974701,0.00013160327216610312,145,"[{""label"": ""남부터미널"", ""confidence"": 0.3812302052974701}, {""label"": ""수성구지부"", ""confidence"": 0.1913037747144699}, {""label"": ""기피하다"", ""confidence"": 0.13587996363639832}, {""label"": ""조상"", ""confidence"": 0.09181621670722961}, {""label"": ""수어"", ""confidence"": 0.024775143712759018}]",False
merge1,2,붕대,붕대,zoom1.20_hflip,shift_right_0.2,4.6,9.1,4.5,52,남부터미널,0.44798988103866577,3.973082493757829e-05,176,"[{""label"": ""남부터미널"", ""confidence"": 0.44798988103866577}, {""label"": ""수성구지부"", ""confidence"": 0.23231302201747894}, {""label"": ""기피하다"", ""confidence"": 0.22012834250926971}, {""label"": ""조상"", ""confidence"": 0.018138226121664047}, {""label"": ""송년회"", ""confidence"": 0.008627912029623985}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,base,8.9,10.967,2.067,23,녹초,0.27630823850631714,8.154100942192599e-05,247,"[{""label"": ""녹초"", ""confidence"": 0.27630823850631714}, {""label"": ""금천"", ""confidence"": 0.138505756855011}, {""label"": ""기세등등"", ""confidence"": 0.06667060405015945}, {""label"": ""서대문"", ""confidence"": 0.0627618208527565}, {""label"": ""슬프다"", ""confidence"": 0.06262645870447159}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_head_0.2,9.1,10.967,1.867,21,금천,0.4651820957660675,1.98185025510611e-05,439,"[{""label"": ""금천"", ""confidence"": 0.4651820957660675}, {""label"": ""녹초"", ""confidence"": 0.1907036155462265}, {""label"": ""무소유"", ""confidence"": 0.03262205794453621}, {""label"": ""기세등등"", ""confidence"": 0.028773058205842972}, {""label"": ""불신"", ""confidence"": 0.02644295059144497}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_tail_0.2,8.9,10.8,1.9,21,녹초,0.2632905840873718,8.076068479567766e-05,280,"[{""label"": ""녹초"", ""confidence"": 0.2632905840873718}, {""label"": ""금천"", ""confidence"": 0.11626274138689041}, {""label"": ""열명"", ""confidence"": 0.080574631690979}, {""label"": ""서대문"", ""confidence"": 0.07007552683353424}, {""label"": ""기세등등"", ""confidence"": 0.06296403706073761}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_both_0.2,9.1,10.8,1.7,19,금천,0.3189322054386139,2.0950859834556468e-05,506,"[{""label"": ""금천"", ""confidence"": 0.3189322054386139}, {""label"": ""녹초"", ""confidence"": 0.24149873852729797}, {""label"": ""불신"", ""confidence"": 0.05979360267519951}, {""label"": ""열명"", ""confidence"": 0.03418470919132233}, {""label"": ""소심"", ""confidence"": 0.033944834023714066}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_head_0.4,9.3,10.967,1.667,19,금천,0.5242196321487427,1.3202143236412667e-05,507,"[{""label"": ""금천"", ""confidence"": 0.5242196321487427}, {""label"": ""녹초"", ""confidence"": 0.1652502864599228}, {""label"": ""무소유"", ""confidence"": 0.05547451972961426}, {""label"": ""불신"", ""confidence"": 0.02317202277481556}, {""label"": ""기세등등"", ""confidence"": 0.021812323480844498}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_tail_0.4,8.9,10.6,1.7,19,녹초,0.22497715055942535,0.00010721907165134326,281,"[{""label"": ""녹초"", ""confidence"": 0.22497715055942535}, {""label"": ""열명"", ""confidence"": 0.08949928730726242}, {""label"": ""금천"", ""confidence"": 0.08094597607851028}, {""label"": ""서대문"", ""confidence"": 0.06796395033597946}, {""label"": ""기세등등"", ""confidence"": 0.06594733893871307}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,trim_both_0.4,9.3,10.6,1.3,15,금천,0.2561541199684143,1.5619340047123842e-05,641,"[{""label"": ""금천"", ""confidence"": 0.2561541199684143}, {""label"": ""녹초"", ""confidence"": 0.24126140773296356}, {""label"": ""불신"", ""confidence"": 0.08290133625268936}, {""label"": ""무소유"", ""confidence"": 0.058316368609666824}, {""label"": ""열명"", ""confidence"": 0.03186100721359253}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,extend_head_0.2,8.7,10.967,2.267,24,녹초,0.24531342089176178,0.00018163546337746084,155,"[{""label"": ""녹초"", ""confidence"": 0.24531342089176178}, {""label"": ""슬프다"", ""confidence"": 0.11330068856477737}, {""label"": ""서대문"", ""confidence"": 0.07308102399110794}, {""label"": ""기세등등"", ""confidence"": 0.06841587275266647}, {""label"": ""금천"", ""confidence"": 0.05683267489075661}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,extend_tail_0.2,8.9,10.967,2.067,23,녹초,0.27630823850631714,8.154100942192599e-05,247,"[{""label"": ""녹초"", ""confidence"": 0.27630823850631714}, {""label"": ""금천"", ""confidence"": 0.138505756855011}, {""label"": ""기세등등"", ""confidence"": 0.06667060405015945}, {""label"": ""서대문"", ""confidence"": 0.0627618208527565}, {""label"": ""슬프다"", ""confidence"": 0.06262645870447159}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,extend_both_0.2,8.7,10.967,2.267,24,녹초,0.24531342089176178,0.00018163546337746084,155,"[{""label"": ""녹초"", ""confidence"": 0.24531342089176178}, {""label"": ""슬프다"", ""confidence"": 0.11330068856477737}, {""label"": ""서대문"", ""confidence"": 0.07308102399110794}, {""label"": ""기세등등"", ""confidence"": 0.06841587275266647}, {""label"": ""금천"", ""confidence"": 0.05683267489075661}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,shift_left_0.2,8.7,10.8,2.1,22,녹초,0.22686609625816345,0.00015791629266459495,188,"[{""label"": ""녹초"", ""confidence"": 0.22686609625816345}, {""label"": ""슬프다"", ""confidence"": 0.1044708788394928}, {""label"": ""서대문"", ""confidence"": 0.07686584442853928}, {""label"": ""기세등등"", ""confidence"": 0.07165450602769852}, {""label"": ""열명"", ""confidence"": 0.06104481592774391}]",False
merge1,3,원하다,원하다,zoom1.20_hflip,shift_right_0.2,9.1,10.967,1.867,21,금천,0.4651820957660675,1.98185025510611e-05,439,"[{""label"": ""금천"", ""confidence"": 0.4651820957660675}, {""label"": ""녹초"", ""confidence"": 0.1907036155462265}, {""label"": ""무소유"", ""confidence"": 0.03262205794453621}, {""label"": ""기세등등"", ""confidence"": 0.028773058205842972}, {""label"": ""불신"", ""confidence"": 0.02644295059144497}]",False
merge2,1,다리,다리,orig,base,0.0,3.47,3.47,42,다리,0.9998601675033569,0.9998601675033569,1,"[{""label"": ""다리"", ""confidence"": 0.9998601675033569}, {""label"": ""맥없다"", ""confidence"": 4.4548887672135606e-05}, {""label"": ""겨드랑이"", ""confidence"": 3.075903805438429e-05}, {""label"": ""종아리맞다"", ""confidence"": 1.5540957974735647e-05}, {""label"": ""공식발표"", ""confidence"": 5.573564976657508e-06}]",True
merge2,1,다리,다리,orig,trim_head_0.2,0.2,3.47,3.27,39,다리,0.9998278617858887,0.9998278617858887,1,"[{""label"": ""다리"", ""confidence"": 0.9998278617858887}, {""label"": ""맥없다"", ""confidence"": 6.673245661659166e-05}, {""label"": ""겨드랑이"", ""confidence"": 2.6691874154494144e-05}, {""label"": ""종아리맞다"", ""confidence"": 2.0690660676336847e-05}, {""label"": ""공식발표"", ""confidence"": 7.760522748867515e-06}]",True
merge2,1,다리,다리,orig,trim_tail_0.2,0.0,3.27,3.27,40,다리,0.9998738765716553,0.9998738765716553,1,"[{""label"": ""다리"", ""confidence"": 0.9998738765716553}, {""label"": ""맥없다"", ""confidence"": 4.010611883131787e-05}, {""label"": ""겨드랑이"", ""confidence"": 3.2409119739895687e-05}, {""label"": ""종아리맞다"", ""confidence"": 1.6195992429857142e-05}, {""label"": ""공식발표"", ""confidence"": 3.890672815032303e-06}]",True
merge2,1,다리,다리,orig,trim_both_0.2,0.2,3.27,3.07,37,다리,0.9998025298118591,0.9998025298118591,1,"[{""label"": ""다리"", ""confidence"": 0.9998025298118591}, {""label"": ""맥없다"", ""confidence"": 5.994179446133785e-05}, {""label"": ""겨드랑이"", ""confidence"": 4.7052442823769525e-05}, {""label"": ""종아리맞다"", ""confidence"": 1.2050599252688698e-05}, {""label"": ""수영"", ""confidence"": 4.567876658256864e-06}]",True
merge2,1,다리,다리,orig,trim_head_0.4,0.4,3.47,3.07,37,다리,0.9997342228889465,0.9997342228889465,1,"[{""label"": ""다리"", ""confidence"": 0.9997342228889465}, {""label"": ""맥없다"", ""confidence"": 7.581692625535652e-05}, {""label"": ""겨드랑이"", ""confidence"": 7.101938535925001e-05}, {""label"": ""종아리맞다"", ""confidence"": 2.141812910849694e-05}, {""label"": ""공식발표"", ""confidence"": 1.343752501270501e-05}]",True
merge2,1,다리,다리,orig,trim_tail_0.4,0.0,3.07,3.07,37,다리,0.9999411106109619,0.9999411106109619,1,"[{""label"": ""다리"", ""confidence"": 0.9999411106109619}, {""label"": ""맥없다"", ""confidence"": 1.9602657630457543e-05}, {""label"": ""겨드랑이"", ""confidence"": 1.5968065781635232e-05}, {""label"": ""종아리맞다"", ""confidence"": 7.540392743976554e-06}, {""label"": ""공식발표"", ""confidence"": 2.6298771444999147e-06}]",True
merge2,1,다리,다리,orig,trim_both_0.4,0.4,3.07,2.67,32,다리,0.9998315572738647,0.9998315572738647,1,"[{""label"": ""다리"", ""confidence"": 0.9998315572738647}, {""label"": ""겨드랑이"", ""confidence"": 6.866585317766294e-05}, {""label"": ""맥없다"", ""confidence"": 4.026184615213424e-05}, {""label"": ""종아리맞다"", ""confidence"": 7.789081791997887e-06}, {""label"": ""체온"", ""confidence"": 4.252447524777381e-06}]",True
merge2,1,다리,다리,orig,extend_head_0.2,0.0,3.47,3.47,42,다리,0.9998601675033569,0.9998601675033569,1,"[{""label"": ""다리"", ""confidence"": 0.9998601675033569}, {""label"": ""맥없다"", ""confidence"": 4.4548887672135606e-05}, {""label"": ""겨드랑이"", ""confidence"": 3.075903805438429e-05}, {""label"": ""종아리맞다"", ""confidence"": 1.5540957974735647e-05}, {""label"": ""공식발표"", ""confidence"": 5.573564976657508e-06}]",True
